tournament_name,stage_name,group_stage,knockout_stage,match_date,team_name,opponent_name,home_team,away_team,goals_for,goals_against,is_host,possession,shots,shots_on_target,passes_completed,passes_attempted,corners,fouls,yellow_cards,red_cards,team_prior_win_rate,team_prior_matches,extra_time,penalty_shootout,outcome,year
1994 FIFA Men's World Cup,group stage,1,0,1994-06-24,Cameroon,Brazil,0,1,0,3,0,,,,,,,,2,1,0.375,8,0,0,Loss,1994
1994 FIFA Men's World Cup,group stage,1,0,1994-06-24,Sweden,Russia,1,0,3,1,0,,,,,,,,3,0,0.4054054054054054,37,0,0,Win,1994
1994 FIFA Men's World Cup,group stage,1,0,1994-06-24,Russia,Sweden,0,1,1,3,0,,,,,,,,2,1,0.0,0,0,0,Loss,1994
1994 FIFA Men's World Cup,group stage,1,0,1994-06-25,Belgium,Netherlands,1,0,1,0,0,,,,,,,,1,0,0.32,25,0,0,Win,1994
1994 FIFA Men's World Cup,group stage,1,0,1994-06-25,Netherlands,Belgium,0,1,0,1,0,,,,,,,,5,0,0.4,20,0,0,Loss,1994
1994 FIFA Men's World Cup,group stage,1,0,1994-06-25,Saudi Arabia,Morocco,1,0,2,1,0,,,,,,,,4,0,0.0,0,0,0,Win,1994
1994 FIFA Men's World Cup,group stage,1,0,1994-06-25,Morocco,Saudi Arabia,0,1,1,2,0,,,,,,,,2,0,0.1428571428571428,7,0,0,Loss,1994
1994 FIFA Men's World Cup,group stage,1,0,1994-06-25,Argentina,Nigeria,1,0,2,1,0,,,,,,,,1,0,0.5416666666666666,48,0,0,Win,1994
1994 FIFA Men's World Cup,group stage,1,0,1994-06-25,Nigeria,Argentina,0,1,1,2,0,,,,,,,,2,0,0.0,3,0,0,Loss,1994
1994 FIFA Men's World Cup,group stage,1,0,1994-06-26,Bulgaria,Greece,1,0,4,0,0,,,,,,,,4,0,0.0,16,0,0,Win,1994
1994 FIFA Men's World Cup,group stage,1,0,1994-06-26,Greece,Bulgaria,0,1,0,4,0,,,,,,,,4,0,0.0,0,0,0,Loss,1994
1994 FIFA Men's World Cup,group stage,1,0,1994-06-26,Switzerland,Colombia,1,0,0,2,0,,,,,,,,2,0,0.2777777777777778,18,0,0,Loss,1994
1994 FIFA Men's World Cup,group stage,1,0,1994-06-26,Colombia,Switzerland,0,1,2,0,0,,,,,,,,3,0,0.1428571428571428,7,0,0,Win,1994
1994 FIFA Men's World Cup,group stage,1,0,1994-06-26,United States,Romania,1,0,0,1,1,,,,,,,,2,0,0.5625,16,0,0,Loss,1994
1994 FIFA Men's World Cup,group stage,1,0,1994-06-26,Romania,United States,0,1,1,0,0,,,,,,,,2,0,0.25,12,0,0,Win,1994
1994 FIFA Men's World Cup,group stage,1,0,1994-06-27,Spain,Bolivia,0,1,3,1,0,,,,,,,,2,0,0.40625,32,0,0,Win,1994
1994 FIFA Men's World Cup,group stage,1,0,1994-06-27,Germany,South Korea,1,0,3,2,0,,,,,,,,3,0,0.5833333333333334,12,0,0,Win,1994
1994 FIFA Men's World Cup,group stage,1,0,1994-06-27,South Korea,Germany,0,1,2,3,0,,,,,,,,1,0,0.0,8,0,0,Loss,1994
1994 FIFA Men's World Cup,group stage,1,0,1994-06-28,Italy,Mexico,1,0,1,1,0,,,,,,,,1,0,0.5689655172413793,58,0,0,Draw,1994
1994 FIFA Men's World Cup,group stage,1,0,1994-06-28,Mexico,Italy,0,1,1,1,0,,,,,,,,3,0,0.2068965517241379,29,0,0,Draw,1994
1994 FIFA Men's World Cup,group stage,1,0,1994-06-28,Republic of Ireland,Norway,1,0,0,0,0,,,,,,,,3,0,0.2,5,0,0,Draw,1994
1994 FIFA Men's World Cup,group stage,1,0,1994-06-28,Norway,Republic of Ireland,0,1,0,0,0,,,,,,,,2,0,0.5714285714285714,7,0,0,Draw,1994
1994 FIFA Men's World Cup,group stage,1,0,1994-06-28,Russia,Cameroon,1,0,6,1,0,,,,,,,,3,0,0.0,0,0,0,Win,1994
1994 FIFA Men's World Cup,group stage,1,0,1994-06-28,Cameroon,Russia,0,1,1,6,0,,,,,,,,2,0,0.375,8,0,0,Loss,1994
1994 FIFA Men's World Cup,group stage,1,0,1994-06-28,Brazil,Sweden,1,0,1,1,0,,,,,,,,1,0,0.6521739130434783,69,0,0,Draw,1994
1994 FIFA Men's World Cup,group stage,1,0,1994-06-28,Sweden,Brazil,0,1,1,1,0,,,,,,,,1,0,0.4054054054054054,37,0,0,Draw,1994
1994 FIFA Men's World Cup,group stage,1,0,1994-06-29,Belgium,Saudi Arabia,1,0,0,1,0,,,,,,,,2,0,0.32,25,0,0,Loss,1994
1994 FIFA Men's World Cup,group stage,1,0,1994-06-29,Saudi Arabia,Belgium,0,1,1,0,0,,,,,,,,2,0,0.0,0,0,0,Win,1994
1994 FIFA Men's World Cup,group stage,1,0,1994-06-29,Morocco,Netherlands,1,0,1,2,0,,,,,,,,5,0,0.1428571428571428,7,0,0,Loss,1994
1994 FIFA Men's World Cup,group stage,1,0,1994-06-29,Netherlands,Morocco,0,1,2,1,0,,,,,,,,2,0,0.4,20,0,0,Win,1994
1994 FIFA Men's World Cup,group stage,1,0,1994-06-30,Argentina,Bulgaria,1,0,0,2,0,,,,,,,,3,0,0.5416666666666666,48,0,0,Loss,1994
1994 FIFA Men's World Cup,group stage,1,0,1994-06-30,Bulgaria,Argentina,0,1,2,0,0,,,,,,,,5,1,0.0,16,0,0,Win,1994
1994 FIFA Men's World Cup,group stage,1,0,1994-06-30,Greece,Nigeria,1,0,0,2,0,,,,,,,,2,0,0.0,0,0,0,Loss,1994
1994 FIFA Men's World Cup,group stage,1,0,1994-06-30,Nigeria,Greece,0,1,2,0,0,,,,,,,,2,0,0.0,3,0,0,Win,1994
1994 FIFA Men's World Cup,round of 16,0,1,1994-07-02,Germany,Belgium,1,0,3,2,0,,,,,,,,2,0,0.5833333333333334,12,0,0,Win,1994
1994 FIFA Men's World Cup,round of 16,0,1,1994-07-02,Belgium,Germany,0,1,2,3,0,,,,,,,,1,0,0.32,25,0,0,Loss,1994
1994 FIFA Men's World Cup,round of 16,0,1,1994-07-02,Spain,Switzerland,1,0,3,0,0,,,,,,,,4,0,0.40625,32,0,0,Win,1994
1994 FIFA Men's World Cup,round of 16,0,1,1994-07-02,Switzerland,Spain,0,1,0,3,0,,,,,,,,4,0,0.2777777777777778,18,0,0,Loss,1994
1994 FIFA Men's World Cup,round of 16,0,1,1994-07-03,Saudi Arabia,Sweden,1,0,1,3,0,,,,,,,,1,0,0.0,0,0,0,Loss,1994
1994 FIFA Men's World Cup,round of 16,0,1,1994-07-03,Sweden,Saudi Arabia,0,1,3,1,0,,,,,,,,3,0,0.4054054054054054,37,0,0,Win,1994
1994 FIFA Men's World Cup,round of 16,0,1,1994-07-03,Romania,Argentina,1,0,3,2,0,,,,,,,,3,0,0.25,12,0,0,Win,1994
1994 FIFA Men's World Cup,round of 16,0,1,1994-07-03,Argentina,Romania,0,1,2,3,0,,,,,,,,4,0,0.5416666666666666,48,0,0,Loss,1994
1994 FIFA Men's World Cup,round of 16,0,1,1994-07-04,Netherlands,Republic of Ireland,1,0,2,0,0,,,,,,,,1,0,0.4,20,0,0,Win,1994
1994 FIFA Men's World Cup,round of 16,0,1,1994-07-04,Brazil,United States,1,0,1,0,0,,,,,,,,2,1,0.6521739130434783,69,0,0,Win,1994
1994 FIFA Men's World Cup,round of 16,0,1,1994-07-04,United States,Brazil,0,1,0,1,1,,,,,,,,4,1,0.5625,16,0,0,Loss,1994
1994 FIFA Men's World Cup,round of 16,0,1,1994-07-05,Nigeria,Italy,1,0,1,2,0,,,,,,,,4,0,0.0,3,1,0,Loss,1994
1994 FIFA Men's World Cup,round of 16,0,1,1994-07-05,Italy,Nigeria,0,1,2,1,0,,,,,,,,5,1,0.5689655172413793,58,1,0,Win,1994
1994 FIFA Men's World Cup,round of 16,0,1,1994-07-05,Mexico,Bulgaria,1,0,1,1,0,,,,,,,,4,1,0.2068965517241379,29,1,1,Loss,1994
1994 FIFA Men's World Cup,round of 16,0,1,1994-07-05,Bulgaria,Mexico,0,1,1,1,0,,,,,,,,4,1,0.0,16,1,1,Win,1994
1994 FIFA Men's World Cup,quarter-finals,0,1,1994-07-09,Spain,Italy,0,1,1,2,0,,,,,,,,2,0,0.40625,32,0,0,Loss,1994
1994 FIFA Men's World Cup,quarter-finals,0,1,1994-07-09,Netherlands,Brazil,1,0,2,3,0,,,,,,,,2,0,0.4,20,0,0,Loss,1994
1994 FIFA Men's World Cup,quarter-finals,0,1,1994-07-09,Brazil,Netherlands,0,1,3,2,0,,,,,,,,1,0,0.6521739130434783,69,0,0,Win,1994
1994 FIFA Men's World Cup,quarter-finals,0,1,1994-07-10,Bulgaria,Germany,1,0,2,1,0,,,,,,,,3,0,0.0,16,0,0,Win,1994
1994 FIFA Men's World Cup,quarter-finals,0,1,1994-07-10,Germany,Bulgaria,0,1,1,2,0,,,,,,,,5,0,0.5833333333333334,12,0,0,Loss,1994
1994 FIFA Men's World Cup,quarter-finals,0,1,1994-07-10,Romania,Sweden,1,0,2,2,0,,,,,,,,3,0,0.25,12,1,1,Loss,1994
1994 FIFA Men's World Cup,quarter-finals,0,1,1994-07-10,Sweden,Romania,0,1,2,2,0,,,,,,,,2,1,0.4054054054054054,37,1,1,Win,1994
1994 FIFA Men's World Cup,semi-finals,0,1,1994-07-13,Bulgaria,Italy,1,0,1,2,0,,,,,,,,3,0,0.0,16,0,0,Loss,1994
1994 FIFA Men's World Cup,semi-finals,0,1,1994-07-13,Italy,Bulgaria,0,1,2,1,0,,,,,,,,2,0,0.5689655172413793,58,0,0,Win,1994
1994 FIFA Men's World Cup,semi-finals,0,1,1994-07-13,Sweden,Brazil,1,0,0,1,0,,,,,,,,2,1,0.4054054054054054,37,0,0,Loss,1994
1994 FIFA Men's World Cup,semi-finals,0,1,1994-07-13,Brazil,Sweden,0,1,1,0,0,,,,,,,,1,0,0.6521739130434783,69,0,0,Win,1994
1994 FIFA Men's World Cup,third-place match,0,1,1994-07-16,Sweden,Bulgaria,1,0,4,0,0,,,,,,,,1,0,0.4054054054054054,37,0,0,Win,1994
1994 FIFA Men's World Cup,third-place match,0,1,1994-07-16,Bulgaria,Sweden,0,1,0,4,0,,,,,,,,1,0,0.0,16,0,0,Loss,1994
1994 FIFA Men's World Cup,final,0,1,1994-07-17,Brazil,Italy,1,0,0,0,0,,,,,,,,2,0,0.6521739130434783,69,1,1,Win,1994
1994 FIFA Men's World Cup,final,0,1,1994-07-17,Italy,Brazil,0,1,0,0,0,,,,,,,,2,0,0.5689655172413793,58,1,1,Loss,1994
1998 FIFA Men's World Cup,group stage,1,0,1998-06-10,Brazil,Scotland,1,0,2,1,0,,,,,,,,2,0,0.6582278481012658,79,0,0,Win,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-10,Scotland,Brazil,0,1,1,2,0,,,,,,,,1,0,0.2,20,0,0,Loss,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-10,Morocco,Norway,1,0,2,2,0,,,,,,,,1,0,0.1,10,0,0,Draw,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-11,Italy,Chile,1,0,2,2,0,,,,,,,,2,0,0.5692307692307692,65,0,0,Draw,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-11,Chile,Italy,0,1,2,2,0,,,,,,,,3,0,0.3333333333333333,21,0,0,Draw,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-11,Cameroon,Austria,1,0,1,1,0,,,,,,,,1,0,0.2727272727272727,11,0,0,Draw,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-11,Austria,Cameroon,0,1,1,1,0,,,,,,,,1,0,0.4615384615384615,26,0,0,Draw,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-12,Paraguay,Bulgaria,1,0,0,0,0,,,,,,,,1,0,0.2727272727272727,11,0,0,Draw,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-12,Bulgaria,Paraguay,0,1,0,0,0,,,,,,,,3,1,0.1739130434782608,23,0,0,Draw,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-12,Saudi Arabia,Denmark,1,0,0,1,0,,,,,,,,1,0,0.5,4,0,0,Loss,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-12,Denmark,Saudi Arabia,0,1,1,0,0,,,,,,,,3,0,0.4166666666666667,12,0,0,Win,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-12,France,South Africa,1,0,3,0,1,,,,,,,,3,0,0.4705882352941176,34,0,0,Win,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-12,South Africa,France,0,1,0,3,0,,,,,,,,1,0,0.0,0,0,0,Loss,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-13,Spain,Nigeria,1,0,2,3,0,,,,,,,,3,0,0.4054054054054054,37,0,0,Loss,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-13,Nigeria,Spain,0,1,3,2,0,,,,,,,,1,0,0.2,10,0,0,Win,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-13,South Korea,Mexico,1,0,1,3,0,,,,,,,,1,1,0.0,11,0,0,Loss,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-13,Mexico,South Korea,0,1,3,1,0,,,,,,,,2,0,0.2121212121212121,33,0,0,Win,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-13,Netherlands,Belgium,1,0,0,0,0,,,,,,,,0,1,0.44,25,0,0,Draw,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-13,Belgium,Netherlands,0,1,0,0,0,,,,,,,,2,0,0.3448275862068966,29,0,0,Draw,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-14,Japan,Argentina,0,1,0,1,0,,,,,,,,3,0,0.1428571428571428,7,0,0,Loss,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-14,Yugoslavia,Iran,1,0,1,0,0,,,,,,,,2,0,0.4242424242424242,33,0,0,Win,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-14,Jamaica,Croatia,1,0,1,3,0,,,,,,,,1,0,0.0,0,0,0,Loss,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-14,Croatia,Jamaica,0,1,3,1,0,,,,,,,,2,0,0.0,0,0,0,Win,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-15,England,Tunisia,1,0,2,0,0,,,,,,,,1,0,0.4444444444444444,45,0,0,Win,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-15,Tunisia,England,0,1,0,2,0,,,,,,,,3,0,0.3333333333333333,3,0,0,Loss,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-15,Romania,Colombia,1,0,1,0,0,,,,,,,,3,0,0.3529411764705882,17,0,0,Win,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-15,Colombia,Romania,0,1,0,1,0,,,,,,,,1,0,0.2,10,0,0,Loss,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-15,Germany,United States,1,0,2,0,0,,,,,,,,3,0,0.6086956521739131,23,0,0,Win,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-15,United States,Germany,0,1,0,2,0,,,,,,,,2,0,0.5384615384615384,26,0,0,Loss,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-16,Scotland,Norway,1,0,1,1,0,,,,,,,,2,0,0.2,20,0,0,Draw,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-16,Norway,Scotland,0,1,1,1,0,,,,,,,,2,0,0.6875,16,0,0,Draw,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-16,Brazil,Morocco,1,0,3,0,0,,,,,,,,2,0,0.6582278481012658,79,0,0,Win,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-16,Morocco,Brazil,0,1,0,3,0,,,,,,,,2,0,0.1,10,0,0,Loss,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-17,Chile,Austria,1,0,1,1,0,,,,,,,,4,0,0.3333333333333333,21,0,0,Draw,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-17,Austria,Chile,0,1,1,1,0,,,,,,,,1,0,0.4615384615384615,26,0,0,Draw,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-17,Italy,Cameroon,1,0,3,0,0,,,,,,,,2,0,0.5692307692307692,65,0,0,Win,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-17,Cameroon,Italy,0,1,0,3,0,,,,,,,,4,1,0.2727272727272727,11,0,0,Loss,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-18,South Africa,Denmark,1,0,1,1,0,,,,,,,,4,1,0.0,0,0,0,Draw,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-18,Denmark,South Africa,0,1,1,1,0,,,,,,,,3,2,0.4166666666666667,12,0,0,Draw,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-18,France,Saudi Arabia,1,0,4,0,1,,,,,,,,2,1,0.4705882352941176,34,0,0,Win,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-18,Saudi Arabia,France,0,1,0,4,0,,,,,,,,2,1,0.5,4,0,0,Loss,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-19,Nigeria,Bulgaria,1,0,1,0,0,,,,,,,,4,0,0.2,10,0,0,Win,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-19,Bulgaria,Nigeria,0,1,0,1,0,,,,,,,,2,0,0.1739130434782608,23,0,0,Loss,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-19,Spain,Paraguay,1,0,0,0,0,,,,,,,,2,0,0.4054054054054054,37,0,0,Draw,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-19,Paraguay,Spain,0,1,0,0,0,,,,,,,,2,0,0.2727272727272727,11,0,0,Draw,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-20,Japan,Croatia,1,0,0,1,0,,,,,,,,3,0,0.1428571428571428,7,0,0,Loss,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-20,Croatia,Japan,0,1,1,0,0,,,,,,,,2,0,0.0,0,0,0,Win,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-20,Belgium,Mexico,1,0,2,2,0,,,,,,,,1,1,0.3448275862068966,29,0,0,Draw,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-20,Mexico,Belgium,0,1,2,2,0,,,,,,,,2,1,0.2121212121212121,33,0,0,Draw,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-20,South Korea,Netherlands,0,1,0,5,0,,,,,,,,2,0,0.0,11,0,0,Loss,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-21,Germany,Yugoslavia,1,0,2,2,0,,,,,,,,1,0,0.6086956521739131,23,0,0,Draw,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-21,Argentina,Jamaica,1,0,5,0,0,,,,,,,,1,0,0.5384615384615384,52,0,0,Win,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-21,Jamaica,Argentina,0,1,0,5,0,,,,,,,,2,1,0.0,0,0,0,Loss,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-21,United States,Iran,1,0,1,2,0,,,,,,,,1,0,0.5384615384615384,26,0,0,Loss,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-21,Iran,United States,0,1,2,1,0,,,,,,,,2,0,0.0,3,0,0,Win,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-22,Colombia,Tunisia,1,0,1,0,0,,,,,,,,1,0,0.2,10,0,0,Win,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-22,Tunisia,Colombia,0,1,0,1,0,,,,,,,,2,0,0.3333333333333333,3,0,0,Loss,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-22,Romania,England,1,0,2,1,0,,,,,,,,4,0,0.3529411764705882,17,0,0,Win,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-23,Chile,Cameroon,1,0,1,1,0,,,,,,,,4,0,0.3333333333333333,21,0,0,Draw,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-23,Cameroon,Chile,0,1,1,1,0,,,,,,,,1,2,0.2727272727272727,11,0,0,Draw,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-23,Italy,Austria,1,0,2,1,0,,,,,,,,1,0,0.5692307692307692,65,0,0,Win,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-23,Austria,Italy,0,1,1,2,0,,,,,,,,4,0,0.4615384615384615,26,0,0,Loss,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-23,Norway,Brazil,0,1,2,1,0,,,,,,,,2,0,0.6875,16,0,0,Win,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-23,Scotland,Morocco,1,0,0,3,0,,,,,,,,1,1,0.2,20,0,0,Loss,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-23,Morocco,Scotland,0,1,3,0,0,,,,,,,,1,0,0.1,10,0,0,Win,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-24,France,Denmark,1,0,2,1,1,,,,,,,,2,0,0.4705882352941176,34,0,0,Win,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-24,Denmark,France,0,1,1,2,0,,,,,,,,2,0,0.4166666666666667,12,0,0,Loss,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-24,South Africa,Saudi Arabia,1,0,2,2,0,,,,,,,,2,0,0.0,0,0,0,Draw,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-24,Saudi Arabia,South Africa,0,1,2,2,0,,,,,,,,1,0,0.5,4,0,0,Draw,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-24,Nigeria,Paraguay,1,0,1,3,0,,,,,,,,2,0,0.2,10,0,0,Loss,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-24,Spain,Bulgaria,1,0,6,1,0,,,,,,,,2,0,0.4054054054054054,37,0,0,Win,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-24,Bulgaria,Spain,0,1,1,6,0,,,,,,,,2,0,0.1739130434782608,23,0,0,Loss,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-25,Belgium,South Korea,1,0,1,1,0,,,,,,,,1,0,0.3448275862068966,29,0,0,Draw,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-25,South Korea,Belgium,0,1,1,1,0,,,,,,,,4,0,0.0,11,0,0,Draw,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-25,Netherlands,Mexico,1,0,2,2,0,,,,,,,,2,0,0.44,25,0,0,Draw,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-25,Mexico,Netherlands,0,1,2,2,0,,,,,,,,4,1,0.2121212121212121,33,0,0,Draw,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-25,Germany,Iran,1,0,2,0,0,,,,,,,,2,0,0.6086956521739131,23,0,0,Win,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-25,Iran,Germany,0,1,0,2,0,,,,,,,,1,0,0.0,3,0,0,Loss,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-25,United States,Yugoslavia,1,0,0,1,0,,,,,,,,1,0,0.5384615384615384,26,0,0,Loss,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-25,Yugoslavia,United States,0,1,1,0,0,,,,,,,,2,0,0.4242424242424242,33,0,0,Win,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-26,Argentina,Croatia,1,0,1,0,0,,,,,,,,3,0,0.5384615384615384,52,0,0,Win,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-26,Croatia,Argentina,0,1,0,1,0,,,,,,,,4,0,0.0,0,0,0,Loss,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-26,Japan,Jamaica,1,0,1,2,0,,,,,,,,1,0,0.1428571428571428,7,0,0,Loss,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-26,Jamaica,Japan,0,1,2,1,0,,,,,,,,2,0,0.0,0,0,0,Win,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-26,Colombia,England,1,0,0,2,0,,,,,,,,3,0,0.2,10,0,0,Loss,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-26,England,Colombia,0,1,2,0,0,,,,,,,,2,0,0.4444444444444444,45,0,0,Win,1998
1998 FIFA Men's World Cup,group stage,1,0,1998-06-26,Tunisia,Romania,0,1,1,1,0,,,,,,,,2,0,0.3333333333333333,3,0,0,Draw,1998
1998 FIFA Men's World Cup,round of 16,0,1,1998-06-27,Italy,Norway,1,0,1,0,0,,,,,,,,3,0,0.5692307692307692,65,0,0,Win,1998
1998 FIFA Men's World Cup,round of 16,0,1,1998-06-27,Norway,Italy,0,1,0,1,0,,,,,,,,3,0,0.6875,16,0,0,Loss,1998
1998 FIFA Men's World Cup,round of 16,0,1,1998-06-27,Brazil,Chile,1,0,4,1,0,,,,,,,,2,0,0.6582278481012658,79,0,0,Win,1998
1998 FIFA Men's World Cup,round of 16,0,1,1998-06-27,Chile,Brazil,0,1,1,4,0,,,,,,,,2,0,0.3333333333333333,21,0,0,Loss,1998
1998 FIFA Men's World Cup,round of 16,0,1,1998-06-28,Paraguay,France,0,1,0,1,0,,,,,,,,5,0,0.2727272727272727,11,1,0,Loss,1998
1998 FIFA Men's World Cup,round of 16,0,1,1998-06-28,Nigeria,Denmark,1,0,1,4,0,,,,,,,,1,0,0.2,10,0,0,Loss,1998
1998 FIFA Men's World Cup,round of 16,0,1,1998-06-28,Denmark,Nigeria,0,1,4,1,0,,,,,,,,1,0,0.4166666666666667,12,0,0,Win,1998
1998 FIFA Men's World Cup,round of 16,0,1,1998-06-29,Germany,Mexico,1,0,2,1,0,,,,,,,,4,0,0.6086956521739131,23,0,0,Win,1998
1998 FIFA Men's World Cup,round of 16,0,1,1998-06-29,Mexico,Germany,0,1,1,2,0,,,,,,,,2,0,0.2121212121212121,33,0,0,Loss,1998
1998 FIFA Men's World Cup,round of 16,0,1,1998-06-29,Yugoslavia,Netherlands,0,1,1,2,0,,,,,,,,3,0,0.4242424242424242,33,0,0,Loss,1998
1998 FIFA Men's World Cup,round of 16,0,1,1998-06-30,Romania,Croatia,1,0,0,1,0,,,,,,,,3,0,0.3529411764705882,17,0,0,Loss,1998
1998 FIFA Men's World Cup,round of 16,0,1,1998-06-30,Croatia,Romania,0,1,1,0,0,,,,,,,,2,0,0.0,0,0,0,Win,1998
1998 FIFA Men's World Cup,round of 16,0,1,1998-06-30,Argentina,England,1,0,2,2,0,,,,,,,,4,0,0.5384615384615384,52,1,1,Win,1998
1998 FIFA Men's World Cup,round of 16,0,1,1998-06-30,England,Argentina,0,1,2,2,0,,,,,,,,2,1,0.4444444444444444,45,1,1,Loss,1998
1998 FIFA Men's World Cup,quarter-finals,0,1,1998-07-03,Italy,France,1,0,0,0,0,,,,,,,,3,0,0.5692307692307692,65,1,1,Loss,1998
1998 FIFA Men's World Cup,quarter-finals,0,1,1998-07-03,France,Italy,0,1,0,0,1,,,,,,,,2,0,0.4705882352941176,34,1,1,Win,1998
1998 FIFA Men's World Cup,quarter-finals,0,1,1998-07-03,Brazil,Denmark,1,0,3,2,0,,,,,,,,3,0,0.6582278481012658,79,0,0,Win,1998
1998 FIFA Men's World Cup,quarter-finals,0,1,1998-07-03,Denmark,Brazil,0,1,2,3,0,,,,,,,,3,0,0.4166666666666667,12,0,0,Loss,1998
1998 FIFA Men's World Cup,quarter-finals,0,1,1998-07-04,Netherlands,Argentina,1,0,2,1,0,,,,,,,,2,1,0.44,25,0,0,Win,1998
1998 FIFA Men's World Cup,quarter-finals,0,1,1998-07-04,Argentina,Netherlands,0,1,1,2,0,,,,,,,,3,1,0.5384615384615384,52,0,0,Loss,1998
