tournament_name,stage_name,group_stage,knockout_stage,match_date,team_name,opponent_name,home_team,away_team,goals_for,goals_against,is_host,possession,shots,shots_on_target,passes_completed,passes_attempted,corners,fouls,yellow_cards,red_cards,team_prior_win_rate,team_prior_matches,extra_time,penalty_shootout,outcome,year
2014 FIFA Men's World Cup,group stage,1,0,2014-06-25,Switzerland,Honduras,0,1,3,0,0,38.0,16.0,10.0,239.0,305.0,1.0,17.0,0,0,0.3103448275862069,29,0,0,Win,2014
2014 FIFA Men's World Cup,group stage,1,0,2014-06-25,Ecuador,France,1,0,0,0,0,33.0,12.0,2.0,174.0,271.0,1.0,17.0,1,1,0.4285714285714285,7,0,0,Draw,2014
2014 FIFA Men's World Cup,group stage,1,0,2014-06-25,France,Ecuador,0,1,0,0,0,67.0,21.0,9.0,469.0,545.0,7.0,6.0,0,0,0.492063492063492,63,0,0,Draw,2014
2014 FIFA Men's World Cup,group stage,1,0,2014-06-26,Portugal,Ghana,1,0,2,1,0,59.0,18.0,7.0,362.0,455.0,7.0,21.0,1,0,0.5652173913043478,23,0,0,Win,2014
2014 FIFA Men's World Cup,group stage,1,0,2014-06-26,Ghana,Portugal,0,1,1,2,0,41.0,18.0,4.0,233.0,308.0,4.0,16.0,3,0,0.2777777777777778,18,0,0,Loss,2014
2014 FIFA Men's World Cup,group stage,1,0,2014-06-26,United States,Germany,1,0,0,1,0,32.0,4.0,0.0,291.0,358.0,2.0,15.0,2,0,0.5538461538461539,65,0,0,Loss,2014
2014 FIFA Men's World Cup,group stage,1,0,2014-06-26,Germany,United States,0,1,1,0,0,68.0,13.0,6.0,688.0,755.0,3.0,9.0,1,0,0.6956521739130435,69,0,0,Win,2014
2014 FIFA Men's World Cup,group stage,1,0,2014-06-26,Algeria,Russia,1,0,1,1,0,44.0,8.0,6.0,278.0,373.0,3.0,15.0,3,0,0.2222222222222222,9,0,0,Draw,2014
2014 FIFA Men's World Cup,group stage,1,0,2014-06-26,Russia,Algeria,0,1,1,1,0,56.0,12.0,5.0,375.0,471.0,4.0,13.0,2,0,0.4285714285714285,14,0,0,Draw,2014
2014 FIFA Men's World Cup,group stage,1,0,2014-06-26,South Korea,Belgium,1,0,0,1,0,56.0,17.0,4.0,336.0,403.0,7.0,15.0,1,0,0.1935483870967742,31,0,0,Loss,2014
2014 FIFA Men's World Cup,group stage,1,0,2014-06-26,Belgium,South Korea,0,1,1,0,0,44.0,15.0,5.0,241.0,312.0,4.0,11.0,1,1,0.3055555555555556,36,0,0,Win,2014
2014 FIFA Men's World Cup,round of 16,0,1,2014-06-28,Brazil,Chile,1,0,1,1,1,49.0,23.0,6.0,308.0,436.0,9.0,28.0,4,0,0.6910569105691057,123,1,1,Win,2014
2014 FIFA Men's World Cup,round of 16,0,1,2014-06-28,Chile,Brazil,0,1,1,1,0,51.0,13.0,3.0,365.0,489.0,5.0,23.0,3,0,0.3103448275862069,29,1,1,Loss,2014
2014 FIFA Men's World Cup,round of 16,0,1,2014-06-28,Colombia,Uruguay,1,0,2,0,0,52.0,10.0,4.0,293.0,367.0,3.0,19.0,1,0,0.1875,16,0,0,Win,2014
2014 FIFA Men's World Cup,round of 16,0,1,2014-06-28,Uruguay,Colombia,0,1,0,2,0,48.0,16.0,4.0,270.0,343.0,5.0,17.0,2,0,0.4042553191489361,47,0,0,Loss,2014
2014 FIFA Men's World Cup,round of 16,0,1,2014-06-29,Netherlands,Mexico,1,0,2,1,0,58.0,13.0,4.0,403.0,478.0,10.0,8.0,0,0,0.5116279069767442,43,0,0,Win,2014
2014 FIFA Men's World Cup,round of 16,0,1,2014-06-29,Mexico,Netherlands,0,1,1,2,0,42.0,10.0,5.0,278.0,359.0,2.0,12.0,3,0,0.2181818181818181,55,0,0,Loss,2014
2014 FIFA Men's World Cup,round of 16,0,1,2014-06-29,Costa Rica,Greece,1,0,1,1,0,41.0,7.0,1.0,281.0,373.0,3.0,22.0,5,1,0.3,10,1,1,Win,2014
2014 FIFA Men's World Cup,round of 16,0,1,2014-06-29,Greece,Costa Rica,0,1,1,1,0,59.0,24.0,8.0,428.0,505.0,11.0,16.0,2,0,0.1666666666666666,6,1,1,Loss,2014
2014 FIFA Men's World Cup,round of 16,0,1,2014-06-30,France,Nigeria,1,0,2,0,0,53.0,14.0,5.0,306.0,375.0,12.0,12.0,1,0,0.492063492063492,63,0,0,Win,2014
2014 FIFA Men's World Cup,round of 16,0,1,2014-06-30,Nigeria,France,0,1,0,2,0,47.0,8.0,2.0,261.0,332.0,9.0,15.0,0,0,0.2121212121212121,33,0,0,Loss,2014
2014 FIFA Men's World Cup,round of 16,0,1,2014-06-30,Germany,Algeria,1,0,2,1,0,66.0,28.0,13.0,675.0,788.0,10.0,11.0,1,0,0.6956521739130435,69,1,0,Win,2014
2014 FIFA Men's World Cup,round of 16,0,1,2014-06-30,Algeria,Germany,0,1,1,2,0,34.0,10.0,4.0,265.0,402.0,4.0,20.0,1,0,0.2222222222222222,9,1,0,Loss,2014
2014 FIFA Men's World Cup,round of 16,0,1,2014-07-01,Argentina,Switzerland,1,0,1,0,0,63.0,32.0,9.0,517.0,622.0,13.0,19.0,3,0,0.5263157894736842,76,1,0,Win,2014
2014 FIFA Men's World Cup,round of 16,0,1,2014-07-01,Switzerland,Argentina,0,1,0,1,0,37.0,17.0,4.0,267.0,373.0,5.0,28.0,2,0,0.3103448275862069,29,1,0,Loss,2014
2014 FIFA Men's World Cup,round of 16,0,1,2014-07-01,Belgium,United States,1,0,2,1,0,45.0,40.0,17.0,372.0,464.0,19.0,27.0,1,0,0.3055555555555556,36,1,0,Win,2014
2014 FIFA Men's World Cup,round of 16,0,1,2014-07-01,United States,Belgium,0,1,1,2,0,55.0,18.0,5.0,477.0,574.0,4.0,11.0,1,0,0.5538461538461539,65,1,0,Loss,2014
2014 FIFA Men's World Cup,quarter-finals,0,1,2014-07-04,France,Germany,1,0,0,1,0,50.0,13.0,5.0,304.0,395.0,5.0,15.0,0,0,0.492063492063492,63,0,0,Loss,2014
2014 FIFA Men's World Cup,quarter-finals,0,1,2014-07-04,Germany,France,0,1,1,0,0,50.0,9.0,3.0,305.0,401.0,3.0,18.0,2,0,0.6956521739130435,69,0,0,Win,2014
2014 FIFA Men's World Cup,quarter-finals,0,1,2014-07-04,Brazil,Colombia,1,0,2,1,1,51.0,13.0,5.0,227.0,293.0,4.0,31.0,2,0,0.6910569105691057,123,0,0,Win,2014
2014 FIFA Men's World Cup,quarter-finals,0,1,2014-07-04,Colombia,Brazil,0,1,1,2,0,49.0,10.0,1.0,198.0,276.0,6.0,22.0,2,0,0.1875,16,0,0,Loss,2014
2014 FIFA Men's World Cup,quarter-finals,0,1,2014-07-05,Argentina,Belgium,1,0,1,0,0,48.0,10.0,2.0,269.0,343.0,3.0,11.0,1,0,0.5263157894736842,76,0,0,Win,2014
2014 FIFA Men's World Cup,quarter-finals,0,1,2014-07-05,Belgium,Argentina,0,1,0,1,0,52.0,11.0,2.0,285.0,364.0,4.0,14.0,2,0,0.3055555555555556,36,0,0,Loss,2014
2014 FIFA Men's World Cup,quarter-finals,0,1,2014-07-05,Netherlands,Costa Rica,1,0,0,0,0,67.0,20.0,8.0,599.0,707.0,11.0,14.0,2,0,0.5116279069767442,43,1,1,Win,2014
2014 FIFA Men's World Cup,quarter-finals,0,1,2014-07-05,Costa Rica,Netherlands,0,1,0,0,0,33.0,6.0,1.0,251.0,352.0,1.0,13.0,4,0,0.3,10,1,1,Loss,2014
2014 FIFA Men's World Cup,semi-finals,0,1,2014-07-08,Brazil,Germany,1,0,1,7,1,46.0,18.0,8.0,361.0,427.0,7.0,11.0,1,0,0.6910569105691057,123,0,0,Loss,2014
2014 FIFA Men's World Cup,semi-finals,0,1,2014-07-08,Germany,Brazil,0,1,7,1,0,54.0,14.0,10.0,424.0,509.0,5.0,13.0,0,0,0.6956521739130435,69,0,0,Win,2014
2014 FIFA Men's World Cup,semi-finals,0,1,2014-07-09,Netherlands,Argentina,1,0,0,0,0,56.0,7.0,1.0,585.0,689.0,4.0,15.0,2,0,0.5116279069767442,43,1,1,Loss,2014
2014 FIFA Men's World Cup,semi-finals,0,1,2014-07-09,Argentina,Netherlands,0,1,0,0,0,44.0,6.0,4.0,438.0,540.0,4.0,10.0,1,0,0.5263157894736842,76,1,1,Win,2014
2014 FIFA Men's World Cup,third-place match,0,1,2014-07-12,Brazil,Netherlands,1,0,0,3,1,59.0,12.0,2.0,424.0,489.0,4.0,15.0,3,0,0.6910569105691057,123,0,0,Loss,2014
2014 FIFA Men's World Cup,third-place match,0,1,2014-07-12,Netherlands,Brazil,0,1,3,0,0,41.0,8.0,4.0,272.0,343.0,1.0,20.0,2,0,0.5116279069767442,43,0,0,Win,2014
2014 FIFA Men's World Cup,final,0,1,2014-07-13,Germany,Argentina,1,0,1,0,0,64.0,10.0,5.0,637.0,745.0,5.0,19.0,2,0,0.6956521739130435,69,1,0,Win,2014
2014 FIFA Men's World Cup,final,0,1,2014-07-13,Argentina,Germany,0,1,0,1,0,36.0,10.0,0.0,329.0,429.0,3.0,16.0,2,0,0.5263157894736842,76,1,0,Loss,2014
2018 FIFA Men's World Cup,group stage,1,0,2018-06-14,Russia,Saudi Arabia,1,0,5,0,1,40.0,13.0,7.0,239.0,306.0,6.0,22.0,1,0,0.3529411764705882,17,0,0,Win,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-14,Saudi Arabia,Russia,0,1,0,5,0,60.0,6.0,0.0,439.0,511.0,2.0,10.0,1,0,0.1538461538461538,13,0,0,Loss,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-15,Egypt,Uruguay,1,0,0,1,0,43.0,8.0,3.0,308.0,395.0,0.0,12.0,2,0,0.0,4,0,0,Loss,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-15,Uruguay,Egypt,0,1,1,0,0,57.0,14.0,4.0,507.0,589.0,5.0,6.0,0,0,0.4117647058823529,51,0,0,Win,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-15,Morocco,Iran,1,0,0,1,0,64.0,13.0,3.0,372.0,433.0,5.0,22.0,1,0,0.1538461538461538,13,0,0,Loss,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-15,Iran,Morocco,0,1,1,0,0,36.0,8.0,2.0,167.0,194.0,2.0,14.0,3,0,0.0833333333333333,12,0,0,Win,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-15,Portugal,Spain,1,0,3,3,0,39.0,8.0,3.0,318.0,366.0,4.0,12.0,1,0,0.5384615384615384,26,0,0,Draw,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-15,Spain,Portugal,0,1,3,3,0,61.0,12.0,5.0,676.0,727.0,5.0,10.0,1,0,0.4838709677419355,62,0,0,Draw,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-16,France,Australia,1,0,2,1,0,51.0,12.0,5.0,421.0,484.0,5.0,16.0,1,0,0.5068493150684932,73,0,0,Win,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-16,Australia,France,0,1,1,2,0,49.0,4.0,1.0,332.0,390.0,1.0,19.0,3,0,0.2,35,0,0,Loss,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-16,Argentina,Iceland,1,0,1,1,0,72.0,26.0,7.0,661.0,718.0,10.0,10.0,0,0,0.5542168674698795,83,0,0,Draw,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-16,Iceland,Argentina,0,1,1,1,0,28.0,9.0,3.0,127.0,189.0,2.0,15.0,0,0,0.0,0,0,0,Draw,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-16,Peru,Denmark,1,0,0,1,0,52.0,18.0,6.0,335.0,394.0,3.0,10.0,1,0,0.2666666666666666,15,0,0,Loss,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-16,Denmark,Peru,0,1,1,0,0,48.0,10.0,3.0,280.0,342.0,7.0,18.0,2,0,0.3666666666666666,30,0,0,Win,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-16,Croatia,Nigeria,1,0,2,0,0,54.0,11.0,2.0,388.0,462.0,6.0,20.0,2,0,0.4375,16,0,0,Win,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-16,Nigeria,Croatia,0,1,0,2,0,46.0,14.0,2.0,326.0,388.0,5.0,16.0,1,0,0.2,40,0,0,Loss,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-17,Costa Rica,Serbia,1,0,0,1,0,50.0,10.0,3.0,355.0,428.0,5.0,18.0,2,0,0.3333333333333333,18,0,0,Loss,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-17,Serbia,Costa Rica,0,1,1,0,0,50.0,10.0,3.0,325.0,392.0,4.0,15.0,2,0,0.3333333333333333,3,0,0,Win,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-17,Germany,Mexico,1,0,0,1,0,60.0,25.0,9.0,524.0,595.0,8.0,10.0,2,0,0.6987951807228916,83,0,0,Loss,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-17,Mexico,Germany,0,1,1,0,0,40.0,12.0,4.0,230.0,281.0,1.0,15.0,2,0,0.2258064516129032,62,0,0,Win,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-17,Brazil,Switzerland,1,0,1,1,0,52.0,20.0,4.0,458.0,521.0,7.0,12.0,1,0,0.6865671641791045,134,0,0,Draw,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-17,Switzerland,Brazil,0,1,1,1,0,48.0,6.0,2.0,362.0,436.0,2.0,19.0,3,0,0.3243243243243243,37,0,0,Draw,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-18,Sweden,South Korea,1,0,1,0,0,52.0,15.0,4.0,350.0,417.0,6.0,20.0,1,0,0.4430379746835443,79,0,0,Win,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-18,South Korea,Sweden,0,1,0,1,0,48.0,5.0,0.0,277.0,351.0,5.0,23.0,2,0,0.1842105263157894,38,0,0,Loss,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-18,Belgium,Panama,1,0,3,0,0,61.0,15.0,6.0,484.0,544.0,9.0,17.0,3,0,0.3658536585365853,41,0,0,Win,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-18,Panama,Belgium,0,1,0,3,0,39.0,6.0,2.0,260.0,317.0,3.0,18.0,5,0,0.0,0,0,0,Loss,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-18,Tunisia,England,1,0,1,2,0,41.0,6.0,1.0,267.0,326.0,2.0,14.0,0,0,0.0833333333333333,12,0,0,Loss,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-18,England,Tunisia,0,1,2,1,0,59.0,17.0,7.0,448.0,492.0,7.0,8.0,1,0,0.4444444444444444,81,0,0,Win,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-19,Colombia,Japan,1,0,1,2,0,41.0,8.0,3.0,289.0,352.0,3.0,15.0,2,1,0.32,25,0,0,Loss,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-19,Japan,Colombia,0,1,2,1,0,59.0,14.0,6.0,492.0,565.0,6.0,9.0,1,0,0.391304347826087,46,0,0,Win,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-19,Poland,Senegal,1,0,1,2,0,57.0,10.0,4.0,486.0,552.0,3.0,8.0,1,0,0.4838709677419355,31,0,0,Loss,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-19,Senegal,Poland,0,1,2,1,0,43.0,8.0,2.0,266.0,328.0,3.0,15.0,2,0,0.4,5,0,0,Win,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-19,Russia,Egypt,1,0,3,1,1,47.0,11.0,3.0,289.0,380.0,7.0,11.0,1,0,0.3529411764705882,17,0,0,Win,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-19,Egypt,Russia,0,1,1,3,0,53.0,13.0,1.0,355.0,438.0,4.0,10.0,1,0,0.0,4,0,0,Loss,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-20,Portugal,Morocco,1,0,1,0,0,47.0,10.0,2.0,294.0,387.0,5.0,19.0,1,0,0.5384615384615384,26,0,0,Win,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-20,Morocco,Portugal,0,1,0,1,0,53.0,16.0,4.0,359.0,466.0,7.0,23.0,1,0,0.1538461538461538,13,0,0,Loss,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-20,Uruguay,Saudi Arabia,1,0,1,0,0,47.0,13.0,4.0,458.0,521.0,3.0,10.0,0,0,0.4117647058823529,51,0,0,Win,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-20,Saudi Arabia,Uruguay,0,1,0,1,0,53.0,8.0,3.0,507.0,590.0,4.0,13.0,0,0,0.1538461538461538,13,0,0,Loss,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-20,Iran,Spain,1,0,0,1,0,30.0,5.0,0.0,151.0,219.0,2.0,14.0,2,0,0.0833333333333333,12,0,0,Loss,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-20,Spain,Iran,0,1,1,0,0,70.0,17.0,3.0,716.0,805.0,6.0,14.0,0,0,0.4838709677419355,62,0,0,Win,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-21,Denmark,Australia,1,0,1,1,0,49.0,10.0,5.0,403.0,458.0,3.0,7.0,2,0,0.3666666666666666,30,0,0,Draw,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-21,Australia,Denmark,0,1,1,1,0,51.0,14.0,5.0,442.0,520.0,5.0,5.0,0,0,0.2,35,0,0,Draw,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-21,France,Peru,1,0,1,0,0,44.0,12.0,4.0,312.0,405.0,5.0,11.0,2,0,0.5068493150684932,73,0,0,Win,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-21,Peru,France,0,1,0,1,0,56.0,10.0,2.0,431.0,532.0,3.0,15.0,2,0,0.2666666666666666,15,0,0,Loss,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-21,Argentina,Croatia,1,0,0,3,0,58.0,10.0,3.0,409.0,505.0,5.0,15.0,3,0,0.5542168674698795,83,0,0,Loss,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-21,Croatia,Argentina,0,1,3,0,0,42.0,15.0,5.0,298.0,372.0,2.0,23.0,4,0,0.4375,16,0,0,Win,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-22,Brazil,Costa Rica,1,0,2,0,0,66.0,23.0,9.0,659.0,732.0,10.0,11.0,2,0,0.6865671641791045,134,0,0,Win,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-22,Costa Rica,Brazil,0,1,0,2,0,34.0,4.0,0.0,198.0,271.0,1.0,11.0,1,0,0.3333333333333333,18,0,0,Loss,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-22,Nigeria,Iceland,1,0,2,0,0,58.0,16.0,4.0,397.0,473.0,6.0,9.0,1,0,0.2,40,0,0,Win,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-22,Iceland,Nigeria,0,1,0,2,0,42.0,10.0,3.0,218.0,291.0,5.0,10.0,0,0,0.0,0,0,0,Loss,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-22,Serbia,Switzerland,1,0,1,2,0,42.0,12.0,3.0,241.0,309.0,3.0,17.0,4,0,0.3333333333333333,3,0,0,Loss,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-22,Switzerland,Serbia,0,1,2,1,0,58.0,20.0,5.0,476.0,547.0,7.0,12.0,1,0,0.3243243243243243,37,0,0,Win,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-23,Belgium,Tunisia,1,0,5,2,0,52.0,23.0,12.0,393.0,468.0,5.0,12.0,0,0,0.3658536585365853,41,0,0,Win,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-23,Tunisia,Belgium,0,1,2,5,0,48.0,15.0,5.0,391.0,477.0,2.0,13.0,1,0,0.0833333333333333,12,0,0,Loss,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-23,South Korea,Mexico,1,0,1,2,0,41.0,17.0,6.0,284.0,346.0,7.0,24.0,4,0,0.1842105263157894,38,0,0,Loss,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-23,Mexico,South Korea,0,1,2,1,0,59.0,13.0,5.0,432.0,485.0,5.0,7.0,0,0,0.2258064516129032,62,0,0,Win,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-23,Germany,Sweden,1,0,2,1,0,71.0,16.0,5.0,636.0,699.0,8.0,12.0,1,1,0.6987951807228916,83,0,0,Win,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-23,Sweden,Germany,0,1,1,2,0,29.0,8.0,6.0,164.0,213.0,3.0,13.0,2,0,0.4430379746835443,79,0,0,Loss,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-24,England,Panama,1,0,6,1,0,58.0,12.0,7.0,557.0,593.0,3.0,14.0,1,0,0.4444444444444444,81,0,0,Win,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-24,Panama,England,0,1,1,6,0,42.0,8.0,2.0,350.0,398.0,2.0,13.0,3,0,0.0,0,0,0,Loss,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-24,Japan,Senegal,1,0,2,2,0,54.0,7.0,3.0,377.0,449.0,2.0,8.0,2,0,0.391304347826087,46,0,0,Draw,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-24,Senegal,Japan,0,1,2,2,0,46.0,14.0,7.0,267.0,338.0,5.0,14.0,3,0,0.4,5,0,0,Draw,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-24,Poland,Colombia,1,0,0,3,0,45.0,9.0,2.0,335.0,424.0,7.0,15.0,2,0,0.4838709677419355,31,0,0,Loss,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-24,Colombia,Poland,0,1,3,0,0,55.0,13.0,3.0,421.0,514.0,5.0,10.0,0,0,0.32,25,0,0,Win,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-25,Saudi Arabia,Egypt,1,0,2,1,0,61.0,22.0,7.0,590.0,655.0,7.0,7.0,0,0,0.1538461538461538,13,0,0,Win,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-25,Egypt,Saudi Arabia,0,1,1,2,0,39.0,8.0,1.0,293.0,357.0,2.0,16.0,2,0,0.0,4,0,0,Loss,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-25,Uruguay,Russia,1,0,3,0,0,56.0,17.0,7.0,433.0,492.0,4.0,17.0,1,0,0.4117647058823529,51,0,0,Win,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-25,Russia,Uruguay,0,1,0,3,1,44.0,3.0,1.0,295.0,355.0,2.0,18.0,2,1,0.3529411764705882,17,0,0,Loss,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-25,Spain,Morocco,1,0,2,2,0,68.0,16.0,4.0,693.0,762.0,7.0,5.0,0,0,0.4838709677419355,62,0,0,Draw,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-25,Morocco,Spain,0,1,2,2,0,32.0,6.0,3.0,207.0,247.0,1.0,17.0,6,0,0.1538461538461538,13,0,0,Draw,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-25,Iran,Portugal,1,0,1,1,0,32.0,8.0,2.0,156.0,226.0,1.0,16.0,2,0,0.0833333333333333,12,0,0,Draw,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-25,Portugal,Iran,0,1,1,1,0,68.0,14.0,4.0,551.0,619.0,5.0,11.0,4,0,0.5384615384615384,26,0,0,Draw,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-26,Australia,Peru,1,0,0,2,0,53.0,14.0,2.0,477.0,555.0,8.0,13.0,4,0,0.2,35,0,0,Loss,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-26,Peru,Australia,0,1,2,0,0,47.0,4.0,3.0,339.0,418.0,3.0,12.0,2,0,0.2666666666666666,15,0,0,Win,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-26,Denmark,France,1,0,0,0,0,38.0,5.0,1.0,220.0,305.0,4.0,10.0,1,0,0.3666666666666666,30,0,0,Draw,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-26,France,Denmark,0,1,0,0,0,62.0,11.0,4.0,582.0,669.0,2.0,10.0,0,0,0.5068493150684932,73,0,0,Draw,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-26,Iceland,Croatia,1,0,1,2,0,41.0,17.0,6.0,237.0,324.0,10.0,10.0,3,0,0.0,0,0,0,Loss,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-26,Croatia,Iceland,0,1,2,1,0,59.0,13.0,2.0,456.0,524.0,5.0,12.0,2,0,0.4375,16,0,0,Win,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-26,Nigeria,Argentina,1,0,1,2,0,34.0,9.0,3.0,185.0,244.0,3.0,20.0,2,0,0.2,40,0,0,Loss,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-26,Argentina,Nigeria,0,1,2,1,0,66.0,8.0,4.0,475.0,565.0,5.0,15.0,3,0,0.5542168674698795,83,0,0,Win,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-27,South Korea,Germany,1,0,2,0,0,30.0,11.0,5.0,175.0,237.0,3.0,16.0,4,0,0.1842105263157894,38,0,0,Win,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-27,Germany,South Korea,0,1,0,2,0,70.0,26.0,6.0,633.0,719.0,9.0,7.0,0,0,0.6987951807228916,83,0,0,Loss,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-27,Mexico,Sweden,1,0,0,3,0,65.0,19.0,3.0,404.0,487.0,7.0,14.0,3,0,0.2258064516129032,62,0,0,Loss,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-27,Sweden,Mexico,0,1,3,0,0,35.0,13.0,5.0,142.0,212.0,3.0,11.0,2,0,0.4430379746835443,79,0,0,Win,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-27,Serbia,Brazil,1,0,0,2,0,44.0,10.0,1.0,364.0,467.0,5.0,13.0,3,0,0.3333333333333333,3,0,0,Loss,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-27,Brazil,Serbia,0,1,2,0,0,56.0,13.0,6.0,555.0,631.0,9.0,7.0,0,0,0.6865671641791045,134,0,0,Win,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-27,Switzerland,Costa Rica,1,0,2,2,0,60.0,12.0,3.0,517.0,594.0,6.0,9.0,3,0,0.3243243243243243,37,0,0,Draw,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-27,Costa Rica,Switzerland,0,1,2,2,0,40.0,14.0,6.0,285.0,348.0,5.0,14.0,3,0,0.3333333333333333,18,0,0,Draw,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-28,Japan,Poland,1,0,0,1,0,54.0,10.0,3.0,479.0,557.0,5.0,11.0,1,0,0.391304347826087,46,0,0,Loss,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-28,Poland,Japan,0,1,1,0,0,46.0,11.0,2.0,383.0,462.0,7.0,8.0,0,0,0.4838709677419355,31,0,0,Win,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-28,Senegal,Colombia,1,0,0,1,0,43.0,8.0,3.0,219.0,281.0,1.0,15.0,1,0,0.4,5,0,0,Loss,2018
2018 FIFA Men's World Cup,group stage,1,0,2018-06-28,Colombia,Senegal,0,1,1,0,0,57.0,4.0,2.0,358.0,431.0,3.0,15.0,1,0,0.32,25,0,0,Win,2018
