tournament_name,stage_name,group_name,group_stage,knockout_stage,replayed,replay,match_date,match_time,stadium_name,city_name,country_name,team_name,team_code,opponent_name,opponent_code,home_team,away_team,goals_for,goals_against,extra_time,penalty_shootout,penalties_for,penalties_against,result,is_host,yellow_cards,red_cards,possession,shots,shots_on_target,passes_completed,passes_attempted,corners,fouls,team_prior_matches,team_prior_win_rate,team_prior_goals_scored_avg,team_prior_goals_conceded_avg,opp_prior_matches,opp_prior_win_rate,opp_prior_goals_scored_avg,opp_prior_goals_conceded_avg,h2h_prior_matches,h2h_prior_win_rate,team_curr_form_pts_avg,team_curr_goals_scored_avg,team_curr_goals_conceded_avg,opp_curr_form_pts_avg,opp_curr_goals_scored_avg,opp_curr_goals_conceded_avg,possession_h1,possession_h2,shots_h1,shots_h2,shots_on_target_h1,shots_on_target_h2,passes_completed_h1,passes_completed_h2,passes_attempted_h1,passes_attempted_h2,corners_h1,corners_h2,fouls_h1,fouls_h2,yellow_cards_h1,yellow_cards_h2,red_cards_h1,red_cards_h2,outcome
1994 FIFA Men's World Cup,group stage,Group C,1,0,0,0,1994-06-17,14:00,Soldier Field,Chicago,United States,Germany,DEU,Bolivia,BOL,1,0,1,0,0,0,0,0,win,0,2,0,,,,,,,,12,0.5833333333333334,2.25,1.9166666666666667,3,0.0,0.0,5.333333333333333,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,Win
1994 FIFA Men's World Cup,group stage,Group C,1,0,0,0,1994-06-17,14:00,Soldier Field,Chicago,United States,Bolivia,BOL,Germany,DEU,0,1,0,1,0,0,0,0,lose,0,4,1,,,,,,,,3,0.0,0.0,5.333333333333333,12,0.5833333333333334,2.25,1.9166666666666667,0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,,,,,,,,,,,,,2.0,2.0,0.0,1.0,Loss
1994 FIFA Men's World Cup,group stage,Group C,1,0,0,0,1994-06-17,18:30,Cotton Bowl,Dallas,United States,Spain,ESP,South Korea,KOR,1,0,2,2,0,0,0,0,draw,0,2,1,,,,,,,,32,0.40625,1.34375,1.1875,8,0.0,0.625,3.625,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,Draw
1994 FIFA Men's World Cup,group stage,Group C,1,0,0,0,1994-06-17,18:30,Cotton Bowl,Dallas,United States,South Korea,KOR,Spain,ESP,0,1,2,2,0,0,0,0,draw,0,2,0,,,,,,,,8,0.0,0.625,3.625,32,0.40625,1.34375,1.1875,1,0.0,0.0,0.0,0.0,1.0,2.0,2.0,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,Draw
1994 FIFA Men's World Cup,group stage,Group A,1,0,0,0,1994-06-18,11:30,Pontiac Silverdome,Pontiac,United States,United States,USA,Switzerland,CHE,1,0,1,1,0,0,0,0,draw,1,1,0,,,,,,,,16,0.5625,2.4375,2.125,18,0.2777777777777778,1.5555555555555556,2.4444444444444446,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,Draw
1994 FIFA Men's World Cup,group stage,Group A,1,0,0,0,1994-06-18,11:30,Pontiac Silverdome,Pontiac,United States,Switzerland,CHE,United States,USA,0,1,1,1,0,0,0,0,draw,0,2,0,,,,,,,,18,0.2777777777777778,1.5555555555555556,2.4444444444444446,16,0.5625,2.4375,2.125,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,Draw
1994 FIFA Men's World Cup,group stage,Group E,1,0,0,0,1994-06-18,16:00,Giants Stadium,East Rutherford,United States,Republic of Ireland,IRL,Italy,ITA,0,1,1,0,0,0,0,0,win,0,3,0,,,,,,,,5,0.2,0.4,0.6,58,0.5689655172413793,1.6724137931034482,1.0172413793103448,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,1.0,2.0,0.0,0.0,Win
1994 FIFA Men's World Cup,group stage,Group A,1,0,0,0,1994-06-18,16:30,Rose Bowl,Pasadena,United States,Colombia,COL,Romania,ROU,1,0,1,3,0,0,0,0,lose,0,3,0,,,,,,,,7,0.1428571428571428,1.2857142857142858,2.142857142857143,12,0.25,1.3333333333333333,1.6666666666666667,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1.0,2.0,0.0,0.0,Loss
1994 FIFA Men's World Cup,group stage,Group A,1,0,0,0,1994-06-18,16:30,Rose Bowl,Pasadena,United States,Romania,ROU,Colombia,COL,0,1,3,1,0,0,0,0,win,0,1,0,,,,,,,,12,0.25,1.3333333333333333,1.6666666666666667,7,0.1428571428571428,1.2857142857142858,2.142857142857143,0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,Win
1994 FIFA Men's World Cup,group stage,Group F,1,0,0,0,1994-06-19,12:30,Citrus Bowl,Orlando,United States,Belgium,BEL,Morocco,MAR,1,0,1,0,0,0,0,0,win,0,2,0,,,,,,,,25,0.32,1.32,1.96,7,0.1428571428571428,0.7142857142857143,1.1428571428571428,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,Win
1994 FIFA Men's World Cup,group stage,Group F,1,0,0,0,1994-06-19,12:30,Citrus Bowl,Orlando,United States,Morocco,MAR,Belgium,BEL,0,1,0,1,0,0,0,0,lose,0,3,0,,,,,,,,7,0.1428571428571428,0.7142857142857143,1.1428571428571428,25,0.32,1.32,1.96,0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,Loss
1994 FIFA Men's World Cup,group stage,Group E,1,0,0,0,1994-06-19,16:00,RFK Stadium,"Washington, D.C.",United States,Norway,NOR,Mexico,MEX,1,0,1,0,0,0,0,0,win,0,2,0,,,,,,,,7,0.5714285714285714,2.142857142857143,1.7142857142857142,29,0.2068965517241379,0.9310344827586208,2.206896551724138,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,Win
1994 FIFA Men's World Cup,group stage,Group E,1,0,0,0,1994-06-19,16:00,RFK Stadium,"Washington, D.C.",United States,Mexico,MEX,Norway,NOR,0,1,0,1,0,0,0,0,lose,0,1,0,,,,,,,,29,0.2068965517241379,0.9310344827586208,2.206896551724138,7,0.5714285714285714,2.142857142857143,1.7142857142857142,0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,Loss
1994 FIFA Men's World Cup,group stage,Group B,1,0,0,0,1994-06-19,16:30,Rose Bowl,Pasadena,United States,Cameroon,CMR,Sweden,SWE,1,0,2,2,0,0,0,0,draw,0,1,0,,,,,,,,8,0.375,1.0,1.25,37,0.4054054054054054,1.864864864864865,1.5945945945945943,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,Draw
1994 FIFA Men's World Cup,group stage,Group B,1,0,0,0,1994-06-19,16:30,Rose Bowl,Pasadena,United States,Sweden,SWE,Cameroon,CMR,0,1,2,2,0,0,0,0,draw,0,1,0,,,,,,,,37,0.4054054054054054,1.864864864864865,1.5945945945945943,8,0.375,1.0,1.25,0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,Draw
1994 FIFA Men's World Cup,group stage,Group B,1,0,0,0,1994-06-20,13:00,Stanford Stadium,Stanford,United States,Russia,RUS,Brazil,BRA,0,1,0,2,0,0,0,0,lose,0,3,0,,,,,,,,0,0.0,0.0,0.0,69,0.6521739130434783,2.1594202898550723,1.0434782608695652,0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,,,,,,,,,,,,,,,0.0,3.0,0.0,0.0,Loss
1994 FIFA Men's World Cup,group stage,Group F,1,0,0,0,1994-06-20,19:30,RFK Stadium,"Washington, D.C.",United States,Netherlands,NLD,Saudi Arabia,SAU,1,0,2,1,0,0,0,0,win,0,2,0,,,,,,,,20,0.4,1.75,1.15,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,Win
1994 FIFA Men's World Cup,group stage,Group F,1,0,0,0,1994-06-20,19:30,RFK Stadium,"Washington, D.C.",United States,Saudi Arabia,SAU,Netherlands,NLD,0,1,1,2,0,0,0,0,lose,0,3,0,,,,,,,,0,0.0,0.0,0.0,20,0.4,1.75,1.15,0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,Loss
1994 FIFA Men's World Cup,group stage,Group D,1,0,0,0,1994-06-21,12:30,Foxboro Stadium,Foxborough,United States,Argentina,ARG,Greece,GRC,1,0,4,0,0,0,0,0,win,0,1,0,,,,,,,,48,0.5416666666666666,1.7083333333333333,1.2291666666666667,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,Win
1994 FIFA Men's World Cup,group stage,Group D,1,0,0,0,1994-06-21,12:30,Foxboro Stadium,Foxborough,United States,Greece,GRC,Argentina,ARG,0,1,0,4,0,0,0,0,lose,0,2,0,,,,,,,,0,0.0,0.0,0.0,48,0.5416666666666666,1.7083333333333333,1.2291666666666667,0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,Loss
1994 FIFA Men's World Cup,group stage,Group C,1,0,0,0,1994-06-21,15:00,Soldier Field,Chicago,United States,Germany,DEU,Spain,ESP,1,0,1,1,0,0,0,0,draw,0,1,0,,,,,,,,12,0.5833333333333334,2.25,1.9166666666666667,32,0.40625,1.34375,1.1875,0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,Draw
1994 FIFA Men's World Cup,group stage,Group C,1,0,0,0,1994-06-21,15:00,Soldier Field,Chicago,United States,Spain,ESP,Germany,DEU,0,1,1,1,0,0,0,0,draw,0,3,0,,,,,,,,32,0.40625,1.34375,1.1875,12,0.5833333333333334,2.25,1.9166666666666667,0,0.0,1.0,2.0,2.0,2.0,1.0,0.5,,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,Draw
1994 FIFA Men's World Cup,group stage,Group D,1,0,0,0,1994-06-21,18:30,Cotton Bowl,Dallas,United States,Nigeria,NGA,Bulgaria,BGR,1,0,3,0,0,0,0,0,win,0,1,0,,,,,,,,3,0.0,0.0,2.3333333333333335,16,0.0,0.6875,2.1875,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,Win
1994 FIFA Men's World Cup,group stage,Group D,1,0,0,0,1994-06-21,18:30,Cotton Bowl,Dallas,United States,Bulgaria,BGR,Nigeria,NGA,0,1,0,3,0,0,0,0,lose,0,1,0,,,,,,,,16,0.0,0.6875,2.1875,3,0.0,0.0,2.3333333333333335,0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,Loss
1994 FIFA Men's World Cup,group stage,Group A,1,0,0,0,1994-06-22,16:00,Pontiac Silverdome,Pontiac,United States,Romania,ROU,Switzerland,CHE,1,0,1,4,0,0,0,0,lose,0,3,1,,,,,,,,12,0.25,1.3333333333333333,1.6666666666666667,18,0.2777777777777778,1.5555555555555556,2.4444444444444446,0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,2.0,1.0,0.0,1.0,Loss
1994 FIFA Men's World Cup,group stage,Group A,1,0,0,0,1994-06-22,16:30,Rose Bowl,Pasadena,United States,United States,USA,Colombia,COL,1,0,2,1,0,0,0,0,win,1,1,0,,,,,,,,16,0.5625,2.4375,2.125,7,0.1428571428571428,1.2857142857142858,2.142857142857143,0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,Win
1994 FIFA Men's World Cup,group stage,Group A,1,0,0,0,1994-06-22,16:30,Rose Bowl,Pasadena,United States,Colombia,COL,United States,USA,0,1,1,2,0,0,0,0,lose,0,1,0,,,,,,,,7,0.1428571428571428,1.2857142857142858,2.142857142857143,16,0.5625,2.4375,2.125,0,0.0,0.0,1.0,3.0,2.0,1.5,1.0,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,Loss
1994 FIFA Men's World Cup,group stage,Group E,1,0,0,0,1994-06-23,16:00,Giants Stadium,East Rutherford,United States,Italy,ITA,Norway,NOR,1,0,1,0,0,0,0,0,win,0,1,1,,,,,,,,58,0.5689655172413793,1.6724137931034482,1.0172413793103448,7,0.5714285714285714,2.142857142857143,1.7142857142857142,2,0.5,0.0,0.0,1.0,3.0,1.0,0.0,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,Win
1994 FIFA Men's World Cup,group stage,Group E,1,0,0,0,1994-06-23,16:00,Giants Stadium,East Rutherford,United States,Norway,NOR,Italy,ITA,0,1,0,1,0,0,0,0,lose,0,2,0,,,,,,,,7,0.5714285714285714,2.142857142857143,1.7142857142857142,58,0.5689655172413793,1.6724137931034482,1.0172413793103448,2,0.5,3.0,1.0,0.0,1.5,0.5,0.5,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,Loss
1994 FIFA Men's World Cup,group stage,Group C,1,0,0,0,1994-06-23,19:30,Foxboro Stadium,Foxborough,United States,South Korea,KOR,Bolivia,BOL,1,0,0,0,0,0,0,0,draw,0,3,0,,,,,,,,8,0.0,0.625,3.625,3,0.0,0.0,5.333333333333333,0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,,,,,,,,,,,,,,,1.0,2.0,0.0,0.0,Draw
1994 FIFA Men's World Cup,group stage,Group C,1,0,0,0,1994-06-23,19:30,Foxboro Stadium,Foxborough,United States,Bolivia,BOL,South Korea,KOR,0,1,0,0,0,0,0,0,draw,0,3,1,,,,,,,,3,0.0,0.0,5.333333333333333,8,0.0,0.625,3.625,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,3.0,0.0,1.0,0.0,Draw
1994 FIFA Men's World Cup,group stage,Group E,1,0,0,0,1994-06-24,12:30,Citrus Bowl,Orlando,United States,Mexico,MEX,Republic of Ireland,IRL,1,0,2,1,0,0,0,0,win,0,2,0,,,,,,,,29,0.2068965517241379,0.9310344827586208,2.206896551724138,5,0.2,0.4,0.6,0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,Win
1994 FIFA Men's World Cup,group stage,Group E,1,0,0,0,1994-06-24,12:30,Citrus Bowl,Orlando,United States,Republic of Ireland,IRL,Mexico,MEX,0,1,1,2,0,0,0,0,lose,0,2,0,,,,,,,,5,0.2,0.4,0.6,29,0.2068965517241379,0.9310344827586208,2.206896551724138,0,0.0,3.0,1.0,0.0,1.5,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,Loss
1994 FIFA Men's World Cup,group stage,Group B,1,0,0,0,1994-06-24,13:00,Stanford Stadium,Stanford,United States,Brazil,BRA,Cameroon,CMR,1,0,3,0,0,0,0,0,win,0,1,0,,,,,,,,69,0.6521739130434783,2.1594202898550723,1.0434782608695652,8,0.375,1.0,1.25,0,0.0,3.0,2.0,0.0,1.0,2.0,2.0,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,Win
1994 FIFA Men's World Cup,group stage,Group B,1,0,0,0,1994-06-24,13:00,Stanford Stadium,Stanford,United States,Cameroon,CMR,Brazil,BRA,0,1,0,3,0,0,0,0,lose,0,2,1,,,,,,,,8,0.375,1.0,1.25,69,0.6521739130434783,2.1594202898550723,1.0434782608695652,0,0.0,1.0,2.0,2.0,3.0,2.5,0.0,,,,,,,,,,,,,,,2.0,0.0,0.0,1.0,Loss
1994 FIFA Men's World Cup,group stage,Group B,1,0,0,0,1994-06-24,19:30,Pontiac Silverdome,Pontiac,United States,Sweden,SWE,Russia,RUS,1,0,3,1,0,0,0,0,win,0,3,0,,,,,,,,37,0.4054054054054054,1.864864864864865,1.5945945945945943,0,0.0,0.0,0.0,0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,,,,,,,,,,,,,,,1.0,2.0,0.0,0.0,Win
1994 FIFA Men's World Cup,group stage,Group B,1,0,0,0,1994-06-24,19:30,Pontiac Silverdome,Pontiac,United States,Russia,RUS,Sweden,SWE,0,1,1,3,0,0,0,0,lose,0,2,1,,,,,,,,0,0.0,0.0,0.0,37,0.4054054054054054,1.864864864864865,1.5945945945945943,0,0.0,0.0,0.0,2.0,2.0,2.5,1.5,,,,,,,,,,,,,,,2.0,0.0,1.0,0.0,Loss
1994 FIFA Men's World Cup,group stage,Group F,1,0,0,0,1994-06-25,12:30,Citrus Bowl,Orlando,United States,Belgium,BEL,Netherlands,NLD,1,0,1,0,0,0,0,0,win,0,1,0,,,,,,,,25,0.32,1.32,1.96,20,0.4,1.75,1.15,0,0.0,3.0,1.0,0.0,3.0,2.0,1.0,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,Win
1994 FIFA Men's World Cup,group stage,Group F,1,0,0,0,1994-06-25,12:30,Citrus Bowl,Orlando,United States,Netherlands,NLD,Belgium,BEL,0,1,0,1,0,0,0,0,lose,0,5,0,,,,,,,,20,0.4,1.75,1.15,25,0.32,1.32,1.96,0,0.0,3.0,2.0,1.0,3.0,1.0,0.0,,,,,,,,,,,,,,,2.0,3.0,0.0,0.0,Loss
1994 FIFA Men's World Cup,group stage,Group F,1,0,0,0,1994-06-25,12:30,Giants Stadium,East Rutherford,United States,Saudi Arabia,SAU,Morocco,MAR,1,0,2,1,0,0,0,0,win,0,4,0,,,,,,,,0,0.0,0.0,0.0,7,0.1428571428571428,0.7142857142857143,1.1428571428571428,0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,,,,,,,,,,,,,,,0.0,4.0,0.0,0.0,Win
1994 FIFA Men's World Cup,group stage,Group F,1,0,0,0,1994-06-25,12:30,Giants Stadium,East Rutherford,United States,Morocco,MAR,Saudi Arabia,SAU,0,1,1,2,0,0,0,0,lose,0,2,0,,,,,,,,7,0.1428571428571428,0.7142857142857143,1.1428571428571428,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.5,1.5,1.5,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,Loss
1994 FIFA Men's World Cup,group stage,Group D,1,0,0,0,1994-06-25,16:00,Foxboro Stadium,Foxborough,United States,Argentina,ARG,Nigeria,NGA,1,0,2,1,0,0,0,0,win,0,1,0,,,,,,,,48,0.5416666666666666,1.7083333333333333,1.2291666666666667,3,0.0,0.0,2.3333333333333335,0,0.0,3.0,4.0,0.0,3.0,3.0,0.0,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,Win
1994 FIFA Men's World Cup,group stage,Group D,1,0,0,0,1994-06-25,16:00,Foxboro Stadium,Foxborough,United States,Nigeria,NGA,Argentina,ARG,0,1,1,2,0,0,0,0,lose,0,2,0,,,,,,,,3,0.0,0.0,2.3333333333333335,48,0.5416666666666666,1.7083333333333333,1.2291666666666667,0,0.0,3.0,3.0,0.0,3.0,3.0,0.5,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,Loss
1994 FIFA Men's World Cup,group stage,Group D,1,0,0,0,1994-06-26,11:30,Soldier Field,Chicago,United States,Bulgaria,BGR,Greece,GRC,1,0,4,0,0,0,0,0,win,0,4,0,,,,,,,,16,0.0,0.6875,2.1875,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,,,,,,,,,,,,,,,3.0,1.0,0.0,0.0,Win
1994 FIFA Men's World Cup,group stage,Group D,1,0,0,0,1994-06-26,11:30,Soldier Field,Chicago,United States,Greece,GRC,Bulgaria,BGR,0,1,0,4,0,0,0,0,lose,0,4,0,,,,,,,,0,0.0,0.0,0.0,16,0.0,0.6875,2.1875,0,0.0,0.0,0.0,4.0,1.5,2.0,1.5,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,Loss
1994 FIFA Men's World Cup,group stage,Group A,1,0,0,0,1994-06-26,13:00,Stanford Stadium,Stanford,United States,Switzerland,CHE,Colombia,COL,1,0,0,2,0,0,0,0,lose,0,2,0,,,,,,,,18,0.2777777777777778,1.5555555555555556,2.4444444444444446,7,0.1428571428571428,1.2857142857142858,2.142857142857143,0,0.0,2.0,2.5,1.0,0.0,1.0,2.5,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,Loss
1994 FIFA Men's World Cup,group stage,Group A,1,0,0,0,1994-06-26,13:00,Stanford Stadium,Stanford,United States,Colombia,COL,Switzerland,CHE,0,1,2,0,0,0,0,0,win,0,3,0,,,,,,,,7,0.1428571428571428,1.2857142857142858,2.142857142857143,18,0.2777777777777778,1.5555555555555556,2.4444444444444446,0,0.0,0.0,1.0,2.5,1.3333333333333333,1.6666666666666667,1.3333333333333333,,,,,,,,,,,,,,,0.0,3.0,0.0,0.0,Win
1994 FIFA Men's World Cup,group stage,Group A,1,0,0,0,1994-06-26,13:00,Rose Bowl,Pasadena,United States,United States,USA,Romania,ROU,1,0,0,1,0,0,0,0,lose,1,2,0,,,,,,,,16,0.5625,2.4375,2.125,12,0.25,1.3333333333333333,1.6666666666666667,0,0.0,2.0,1.5,1.0,1.5,2.0,2.5,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,Loss
1994 FIFA Men's World Cup,group stage,Group A,1,0,0,0,1994-06-26,13:00,Rose Bowl,Pasadena,United States,Romania,ROU,United States,USA,0,1,1,0,0,0,0,0,win,0,2,0,,,,,,,,12,0.25,1.3333333333333333,1.6666666666666667,16,0.5625,2.4375,2.125,0,0.0,1.5,2.0,2.5,1.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,Win
1994 FIFA Men's World Cup,group stage,Group C,1,0,0,0,1994-06-27,15:00,Soldier Field,Chicago,United States,Spain,ESP,Bolivia,BOL,0,1,3,1,0,0,0,0,win,0,2,0,,,,,,,,32,0.40625,1.34375,1.1875,3,0.0,0.0,5.333333333333333,0,0.0,1.0,1.5,1.5,0.3333333333333333,0.3333333333333333,1.3333333333333333,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,Win
1994 FIFA Men's World Cup,group stage,Group C,1,0,0,0,1994-06-27,15:00,Cotton Bowl,Dallas,United States,Germany,DEU,South Korea,KOR,1,0,3,2,0,0,0,0,win,0,3,0,,,,,,,,12,0.5833333333333334,2.25,1.9166666666666667,8,0.0,0.625,3.625,0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,Win
1994 FIFA Men's World Cup,group stage,Group C,1,0,0,0,1994-06-27,15:00,Cotton Bowl,Dallas,United States,South Korea,KOR,Germany,DEU,0,1,2,3,0,0,0,0,lose,0,1,0,,,,,,,,8,0.0,0.625,3.625,12,0.5833333333333334,2.25,1.9166666666666667,0,0.0,1.0,1.0,1.0,2.3333333333333335,1.6666666666666667,1.0,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,Loss
1994 FIFA Men's World Cup,group stage,Group E,1,0,0,0,1994-06-28,12:30,RFK Stadium,"Washington, D.C.",United States,Italy,ITA,Mexico,MEX,1,0,1,1,0,0,0,0,draw,0,1,0,,,,,,,,58,0.5689655172413793,1.6724137931034482,1.0172413793103448,29,0.2068965517241379,0.9310344827586208,2.206896551724138,1,1.0,1.5,0.5,0.5,1.5,1.0,1.0,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,Draw
1994 FIFA Men's World Cup,group stage,Group E,1,0,0,0,1994-06-28,12:30,RFK Stadium,"Washington, D.C.",United States,Mexico,MEX,Italy,ITA,0,1,1,1,0,0,0,0,draw,0,3,0,,,,,,,,29,0.2068965517241379,0.9310344827586208,2.206896551724138,58,0.5689655172413793,1.6724137931034482,1.0172413793103448,1,0.0,1.5,1.0,1.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,1.0,2.0,0.0,0.0,Draw
1994 FIFA Men's World Cup,group stage,Group E,1,0,0,0,1994-06-28,12:30,Giants Stadium,East Rutherford,United States,Republic of Ireland,IRL,Norway,NOR,1,0,0,0,0,0,0,0,draw,0,3,0,,,,,,,,5,0.2,0.4,0.6,7,0.5714285714285714,2.142857142857143,1.7142857142857142,0,0.0,1.5,1.0,1.0,1.5,0.5,0.5,,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,Draw
1994 FIFA Men's World Cup,group stage,Group E,1,0,0,0,1994-06-28,12:30,Giants Stadium,East Rutherford,United States,Norway,NOR,Republic of Ireland,IRL,0,1,0,0,0,0,0,0,draw,0,2,0,,,,,,,,7,0.5714285714285714,2.142857142857143,1.7142857142857142,5,0.2,0.4,0.6,0,0.0,1.5,0.5,0.5,1.3333333333333333,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,Draw
1994 FIFA Men's World Cup,group stage,Group B,1,0,0,0,1994-06-28,13:00,Stanford Stadium,Stanford,United States,Russia,RUS,Cameroon,CMR,1,0,6,1,0,0,0,0,win,0,3,0,,,,,,,,0,0.0,0.0,0.0,8,0.375,1.0,1.25,0,0.0,0.0,0.5,2.5,0.5,1.0,2.5,,,,,,,,,,,,,,,0.0,3.0,0.0,0.0,Win
1994 FIFA Men's World Cup,group stage,Group B,1,0,0,0,1994-06-28,13:00,Stanford Stadium,Stanford,United States,Cameroon,CMR,Russia,RUS,0,1,1,6,0,0,0,0,lose,0,2,0,,,,,,,,8,0.375,1.0,1.25,0,0.0,0.0,0.0,0,0.0,0.5,1.0,2.5,1.0,2.3333333333333335,2.0,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,Loss
1994 FIFA Men's World Cup,group stage,Group B,1,0,0,0,1994-06-28,16:00,Pontiac Silverdome,Pontiac,United States,Brazil,BRA,Sweden,SWE,1,0,1,1,0,0,0,0,draw,0,1,0,,,,,,,,69,0.6521739130434783,2.1594202898550723,1.0434782608695652,37,0.4054054054054054,1.864864864864865,1.5945945945945943,6,0.6666666666666666,3.0,2.5,0.0,2.0,2.5,1.5,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,Draw
1994 FIFA Men's World Cup,group stage,Group B,1,0,0,0,1994-06-28,16:00,Pontiac Silverdome,Pontiac,United States,Sweden,SWE,Brazil,BRA,0,1,1,1,0,0,0,0,draw,0,1,0,,,,,,,,37,0.4054054054054054,1.864864864864865,1.5945945945945943,69,0.6521739130434783,2.1594202898550723,1.0434782608695652,6,0.1666666666666666,2.0,2.5,1.5,2.3333333333333335,2.0,0.3333333333333333,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,Draw
1994 FIFA Men's World Cup,group stage,Group F,1,0,0,0,1994-06-29,12:30,RFK Stadium,"Washington, D.C.",United States,Belgium,BEL,Saudi Arabia,SAU,1,0,0,1,0,0,0,0,lose,0,2,0,,,,,,,,25,0.32,1.32,1.96,0,0.0,0.0,0.0,0,0.0,3.0,1.0,0.0,1.5,1.5,1.5,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,Loss
1994 FIFA Men's World Cup,group stage,Group F,1,0,0,0,1994-06-29,12:30,RFK Stadium,"Washington, D.C.",United States,Saudi Arabia,SAU,Belgium,BEL,0,1,1,0,0,0,0,0,win,0,2,0,,,,,,,,0,0.0,0.0,0.0,25,0.32,1.32,1.96,0,0.0,1.5,1.5,1.5,2.0,0.6666666666666666,0.3333333333333333,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,Win
