tournament_name,stage_name,group_name,group_stage,knockout_stage,replayed,replay,match_date,match_time,stadium_name,city_name,country_name,team_name,team_code,opponent_name,opponent_code,home_team,away_team,goals_for,goals_against,extra_time,penalty_shootout,penalties_for,penalties_against,result,is_host,yellow_cards,red_cards,possession,shots,shots_on_target,passes_completed,passes_attempted,corners,fouls,team_prior_matches,team_prior_win_rate,team_prior_goals_scored_avg,team_prior_goals_conceded_avg,opp_prior_matches,opp_prior_win_rate,opp_prior_goals_scored_avg,opp_prior_goals_conceded_avg,h2h_prior_matches,h2h_prior_win_rate,team_curr_form_pts_avg,team_curr_goals_scored_avg,team_curr_goals_conceded_avg,opp_curr_form_pts_avg,opp_curr_goals_scored_avg,opp_curr_goals_conceded_avg,possession_h1,possession_h2,shots_h1,shots_h2,shots_on_target_h1,shots_on_target_h2,passes_completed_h1,passes_completed_h2,passes_attempted_h1,passes_attempted_h2,corners_h1,corners_h2,fouls_h1,fouls_h2,yellow_cards_h1,yellow_cards_h2,red_cards_h1,red_cards_h2,outcome
2002 FIFA Men's World Cup,semi-finals,not applicable,0,1,0,0,2002-06-25,20:30,Seoul World Cup Stadium,Seoul,South Korea,South Korea,KOR,Germany,DEU,0,1,0,1,0,0,0,0,lose,1,1,0,49.0,9.0,3.0,271.0,365.0,6.0,19.0,14,0.0,0.7857142857142857,3.0714285714285716,32,0.5625,2.15625,1.53125,1,0.0,2.6,1.2,0.4,2.6666666666666665,2.3333333333333335,0.1666666666666666,42.0,56.0,3.0,6.0,2.0,1.0,111.0,160.0,164.0,201.0,2.0,4.0,10.0,9.0,0.0,1.0,0.0,0.0,Loss
2002 FIFA Men's World Cup,semi-finals,not applicable,0,1,0,0,2002-06-26,20:30,Saitama Stadium,Saitama,Japan,Brazil,BRA,Turkey,TUR,1,0,1,0,0,0,0,0,win,0,1,0,49.0,23.0,11.0,264.0,342.0,4.0,19.0,92,0.6630434782608695,2.097826086956522,1.108695652173913,3,0.3333333333333333,3.3333333333333335,3.6666666666666665,0,0.0,3.0,3.0,0.8,2.0,1.4,0.6,46.0,35.0,10.0,11.0,7.0,4.0,119.0,90.0,159.0,133.0,5.0,3.0,9.0,9.0,1.0,0.0,0.0,0.0,Win
2002 FIFA Men's World Cup,semi-finals,not applicable,0,1,0,0,2002-06-26,20:30,Saitama Stadium,Saitama,Japan,Turkey,TUR,Brazil,BRA,0,1,0,1,0,0,0,0,lose,0,2,0,51.0,8.0,3.0,274.0,371.0,3.0,22.0,3,0.3333333333333333,3.3333333333333335,3.6666666666666665,92,0.6630434782608695,2.097826086956522,1.108695652173913,0,0.0,2.0,1.4,0.6,3.0,2.6666666666666665,0.6666666666666666,54.0,65.0,6.0,5.0,2.0,1.0,150.0,186.0,192.0,231.0,2.0,5.0,7.0,9.0,0.0,2.0,0.0,0.0,Loss
2002 FIFA Men's World Cup,third-place match,not applicable,0,1,0,0,2002-06-29,20:00,Daegu World Cup Stadium,Daegu,South Korea,South Korea,KOR,Turkey,TUR,1,0,2,3,0,0,0,0,lose,1,1,0,59.0,23.0,11.0,365.0,451.0,10.0,11.0,14,0.0,0.7857142857142857,3.0714285714285716,3,0.3333333333333333,3.3333333333333335,3.6666666666666665,1,0.0,2.1666666666666665,1.0,0.5,1.6666666666666667,1.1666666666666667,0.6666666666666666,56.0,62.0,8.0,15.0,3.0,8.0,170.0,195.0,214.0,237.0,6.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,Loss
2002 FIFA Men's World Cup,third-place match,not applicable,0,1,0,0,2002-06-29,20:00,Daegu World Cup Stadium,Daegu,South Korea,Turkey,TUR,South Korea,KOR,0,1,3,2,0,0,0,0,win,0,2,0,41.0,8.0,5.0,228.0,331.0,4.0,14.0,3,0.3333333333333333,3.3333333333333335,3.6666666666666665,14,0.0,0.7857142857142857,3.0714285714285716,1,1.0,1.6666666666666667,1.1666666666666667,0.6666666666666666,1.8571428571428572,1.1428571428571428,0.8571428571428571,44.0,38.0,6.0,2.0,5.0,0.0,127.0,101.0,173.0,158.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,Win
2002 FIFA Men's World Cup,final,not applicable,0,1,0,0,2002-06-30,20:00,International Stadium Yokohama,Yokohama,Japan,Germany,DEU,Brazil,BRA,1,0,0,2,0,0,0,0,lose,0,1,0,59.0,19.0,3.0,301.0,389.0,13.0,21.0,32,0.5625,2.15625,1.53125,92,0.6630434782608695,2.097826086956522,1.108695652173913,2,0.5,2.6666666666666665,2.3333333333333335,0.1666666666666666,3.0,2.6666666666666665,0.6666666666666666,57.0,61.0,5.0,14.0,0.0,3.0,152.0,149.0,195.0,194.0,5.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,Loss
2002 FIFA Men's World Cup,final,not applicable,0,1,0,0,2002-06-30,20:00,International Stadium Yokohama,Yokohama,Japan,Brazil,BRA,Germany,DEU,0,1,2,0,0,0,0,0,win,0,1,0,41.0,12.0,6.0,206.0,286.0,3.0,19.0,92,0.6630434782608695,2.097826086956522,1.108695652173913,32,0.5625,2.15625,1.53125,2,0.0,3.0,2.6666666666666665,0.6666666666666666,2.2857142857142856,2.0,0.4285714285714285,43.0,39.0,6.0,6.0,3.0,3.0,111.0,95.0,153.0,133.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Win
2006 FIFA Men's World Cup,group stage,Group A,1,0,0,0,2006-06-09,18:00,Allianz Arena,Munich,Germany,Germany,DEU,Costa Rica,CRI,1,0,4,2,0,0,0,0,win,1,0,0,66.0,24.0,9.0,483.0,557.0,7.0,11.0,45,0.6444444444444445,2.4,1.2444444444444445,7,0.4285714285714285,1.2857142857142858,1.7142857142857142,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,66.0,14.0,10.0,4.0,5.0,234.0,249.0,280.0,277.0,3.0,4.0,6.0,5.0,0.0,0.0,0.0,0.0,Win
2006 FIFA Men's World Cup,group stage,Group A,1,0,0,0,2006-06-09,18:00,Allianz Arena,Munich,Germany,Costa Rica,CRI,Germany,DEU,0,1,2,4,0,0,0,0,lose,0,1,0,34.0,4.0,2.0,212.0,289.0,3.0,14.0,7,0.4285714285714285,1.2857142857142858,1.7142857142857142,45,0.6444444444444445,2.4,1.2444444444444445,0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,33.0,34.0,1.0,3.0,1.0,1.0,100.0,112.0,142.0,147.0,0.0,3.0,7.0,7.0,1.0,0.0,0.0,0.0,Loss
2006 FIFA Men's World Cup,group stage,Group A,1,0,0,0,2006-06-09,21:00,Arena AufShalke,Gelsenkirchen,Germany,Poland,POL,Ecuador,ECU,1,0,0,2,0,0,0,0,lose,0,1,0,56.0,13.0,1.0,392.0,497.0,11.0,8.0,28,0.5,1.5,1.2857142857142858,3,0.3333333333333333,0.6666666666666666,1.3333333333333333,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,60.0,5.0,8.0,0.0,1.0,173.0,219.0,230.0,267.0,5.0,6.0,6.0,2.0,1.0,0.0,0.0,0.0,Loss
2006 FIFA Men's World Cup,group stage,Group A,1,0,0,0,2006-06-09,21:00,Arena AufShalke,Gelsenkirchen,Germany,Ecuador,ECU,Poland,POL,0,1,2,0,0,0,0,0,win,0,2,0,44.0,12.0,6.0,281.0,397.0,2.0,16.0,3,0.3333333333333333,0.6666666666666666,1.3333333333333333,28,0.5,1.5,1.2857142857142858,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,47.0,40.0,8.0,4.0,4.0,2.0,147.0,134.0,216.0,181.0,1.0,1.0,10.0,6.0,1.0,1.0,0.0,0.0,Win
2006 FIFA Men's World Cup,group stage,Group B,1,0,0,0,2006-06-10,15:00,Waldstadion,Frankfurt,Germany,England,ENG,Paraguay,PRY,1,0,1,0,0,0,0,0,win,0,2,0,50.0,14.0,4.0,304.0,398.0,6.0,13.0,54,0.4444444444444444,1.3703703703703705,1.0,19,0.2631578947368421,1.3157894736842106,1.7894736842105263,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,46.0,9.0,5.0,1.0,3.0,162.0,142.0,211.0,187.0,4.0,2.0,7.0,6.0,1.0,1.0,0.0,0.0,Win
2006 FIFA Men's World Cup,group stage,Group B,1,0,0,0,2006-06-10,15:00,Waldstadion,Frankfurt,Germany,Paraguay,PRY,England,ENG,0,1,0,1,0,0,0,0,lose,0,1,0,50.0,17.0,2.0,285.0,407.0,1.0,13.0,19,0.2631578947368421,1.3157894736842106,1.7894736842105263,54,0.4444444444444444,1.3703703703703705,1.0,1,0.0,0.0,0.0,0.0,3.0,1.0,0.0,45.0,54.0,7.0,10.0,1.0,1.0,119.0,166.0,182.0,225.0,0.0,1.0,10.0,3.0,1.0,0.0,0.0,0.0,Loss
2006 FIFA Men's World Cup,group stage,Group B,1,0,0,0,2006-06-10,18:00,Westfalenstadion,Dortmund,Germany,Trinidad and Tobago,TTO,Sweden,SWE,1,0,0,0,0,0,0,0,draw,0,2,1,37.0,7.0,1.0,186.0,292.0,1.0,10.0,0,0.0,0.0,0.0,62,0.4516129032258064,1.8064516129032255,1.435483870967742,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,28.0,5.0,2.0,1.0,0.0,125.0,61.0,193.0,99.0,0.0,1.0,5.0,5.0,1.0,2.0,0.0,1.0,Draw
2006 FIFA Men's World Cup,group stage,Group B,1,0,0,0,2006-06-10,18:00,Westfalenstadion,Dortmund,Germany,Sweden,SWE,Trinidad and Tobago,TTO,0,1,0,0,0,0,0,0,draw,0,1,0,63.0,27.0,6.0,376.0,491.0,8.0,9.0,62,0.4516129032258064,1.8064516129032255,1.435483870967742,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55.0,72.0,11.0,16.0,2.0,4.0,168.0,208.0,238.0,253.0,5.0,3.0,6.0,3.0,0.0,1.0,0.0,0.0,Draw
2006 FIFA Men's World Cup,group stage,Group C,1,0,0,0,2006-06-10,21:00,Volksparkstadion,Hamburg,Germany,Argentina,ARG,Ivory Coast,CIV,1,0,2,1,0,0,0,0,win,0,3,0,51.0,9.0,4.0,357.0,445.0,3.0,15.0,63,0.5238095238095238,1.6349206349206349,1.3650793650793651,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,55.0,7.0,2.0,3.0,1.0,151.0,206.0,190.0,255.0,2.0,1.0,8.0,7.0,1.0,2.0,0.0,0.0,Win
2006 FIFA Men's World Cup,group stage,Group C,1,0,0,0,2006-06-10,21:00,Volksparkstadion,Hamburg,Germany,Ivory Coast,CIV,Argentina,ARG,0,1,1,2,0,0,0,0,lose,0,2,0,49.0,19.0,3.0,337.0,408.0,6.0,17.0,0,0.0,0.0,0.0,63,0.5238095238095238,1.6349206349206349,1.3650793650793651,0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,52.0,45.0,8.0,11.0,2.0,1.0,173.0,164.0,206.0,202.0,4.0,2.0,8.0,9.0,0.0,2.0,0.0,0.0,Loss
2006 FIFA Men's World Cup,group stage,Group C,1,0,0,0,2006-06-11,15:00,Zentralstadion,Leipzig,Germany,Serbia and Montenegro,SCG,Netherlands,NLD,1,0,0,1,0,0,0,0,lose,0,4,0,35.0,10.0,3.0,169.0,254.0,6.0,15.0,0,0.0,0.0,0.0,32,0.4375,1.75,1.125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,38.0,7.0,3.0,2.0,1.0,80.0,89.0,123.0,131.0,3.0,3.0,6.0,9.0,1.0,3.0,0.0,0.0,Loss
2006 FIFA Men's World Cup,group stage,Group C,1,0,0,0,2006-06-11,15:00,Zentralstadion,Leipzig,Germany,Netherlands,NLD,Serbia and Montenegro,SCG,0,1,1,0,0,0,0,0,win,0,2,0,65.0,16.0,5.0,411.0,493.0,4.0,23.0,32,0.4375,1.75,1.125,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,68.0,62.0,9.0,7.0,4.0,1.0,231.0,180.0,267.0,226.0,2.0,2.0,13.0,10.0,0.0,2.0,0.0,0.0,Win
2006 FIFA Men's World Cup,group stage,Group D,1,0,0,0,2006-06-11,18:00,Frankenstadion,Nuremberg,Germany,Mexico,MEX,Iran,IRN,1,0,3,1,0,0,0,0,win,0,2,0,55.0,12.0,3.0,332.0,407.0,6.0,25.0,44,0.2272727272727272,1.0,2.136363636363636,6,0.1666666666666666,0.6666666666666666,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,60.0,6.0,6.0,1.0,2.0,136.0,196.0,177.0,230.0,2.0,4.0,14.0,11.0,1.0,1.0,0.0,0.0,Win
2006 FIFA Men's World Cup,group stage,Group D,1,0,0,0,2006-06-11,18:00,Frankenstadion,Nuremberg,Germany,Iran,IRN,Mexico,MEX,0,1,1,3,0,0,0,0,lose,0,1,0,45.0,7.0,5.0,254.0,336.0,5.0,20.0,6,0.1666666666666666,0.6666666666666666,2.0,44,0.2272727272727272,1.0,2.136363636363636,0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,50.0,40.0,5.0,2.0,4.0,1.0,131.0,123.0,175.0,161.0,4.0,1.0,10.0,10.0,0.0,1.0,0.0,0.0,Loss
2006 FIFA Men's World Cup,group stage,Group D,1,0,0,0,2006-06-11,21:00,RheinEnergieStadion,Cologne,Germany,Angola,AGO,Portugal,PRT,1,0,0,1,0,0,0,0,lose,0,3,0,38.0,15.0,3.0,241.0,329.0,2.0,30.0,0,0.0,0.0,0.0,12,0.5833333333333334,2.0833333333333335,1.3333333333333333,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,37.0,9.0,6.0,2.0,1.0,106.0,135.0,153.0,176.0,2.0,0.0,17.0,13.0,2.0,1.0,0.0,0.0,Loss
2006 FIFA Men's World Cup,group stage,Group D,1,0,0,0,2006-06-11,21:00,RheinEnergieStadion,Cologne,Germany,Portugal,PRT,Angola,AGO,0,1,1,0,0,0,0,0,win,0,2,0,62.0,20.0,7.0,439.0,523.0,5.0,20.0,12,0.5833333333333334,2.0833333333333335,1.3333333333333333,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,61.0,63.0,12.0,8.0,3.0,4.0,200.0,239.0,237.0,286.0,2.0,3.0,10.0,10.0,1.0,1.0,0.0,0.0,Win
2006 FIFA Men's World Cup,group stage,Group F,1,0,0,0,2006-06-12,15:00,Fritz-Walter-Stadion,Kaiserslautern,Germany,Australia,AUS,Japan,JPN,1,0,3,1,0,0,0,0,win,0,4,0,56.0,24.0,9.0,349.0,439.0,5.0,22.0,12,0.0,0.75,2.5,20,0.2,0.8,2.15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,57.0,9.0,15.0,3.0,6.0,169.0,180.0,208.0,231.0,3.0,2.0,13.0,9.0,1.0,3.0,0.0,0.0,Win
2006 FIFA Men's World Cup,group stage,Group F,1,0,0,0,2006-06-12,15:00,Fritz-Walter-Stadion,Kaiserslautern,Germany,Japan,JPN,Australia,AUS,0,1,1,3,0,0,0,0,lose,0,3,0,44.0,11.0,2.0,260.0,345.0,3.0,11.0,20,0.2,0.8,2.15,12,0.0,0.75,2.5,0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,45.0,43.0,6.0,5.0,1.0,1.0,133.0,127.0,172.0,173.0,1.0,2.0,5.0,6.0,2.0,1.0,0.0,0.0,Loss
2006 FIFA Men's World Cup,group stage,Group E,1,0,0,0,2006-06-12,18:00,Arena AufShalke,Gelsenkirchen,Germany,United States,USA,Czech Republic,CZE,1,0,0,3,0,0,0,0,lose,0,2,0,55.0,10.0,1.0,381.0,494.0,2.0,15.0,46,0.5869565217391305,2.130434782608696,1.3695652173913044,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,52.0,4.0,6.0,1.0,0.0,203.0,178.0,255.0,239.0,2.0,0.0,9.0,6.0,1.0,1.0,0.0,0.0,Loss
2006 FIFA Men's World Cup,group stage,Group E,1,0,0,0,2006-06-12,18:00,Arena AufShalke,Gelsenkirchen,Germany,Czech Republic,CZE,United States,USA,0,1,3,0,0,0,0,0,win,0,4,0,45.0,11.0,4.0,301.0,415.0,5.0,19.0,0,0.0,0.0,0.0,46,0.5869565217391305,2.130434782608696,1.3695652173913044,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,43.0,48.0,5.0,6.0,2.0,2.0,137.0,164.0,196.0,219.0,1.0,4.0,8.0,11.0,1.0,3.0,0.0,0.0,Win
2006 FIFA Men's World Cup,group stage,Group E,1,0,0,0,2006-06-12,21:00,Niedersachsenstadion,Hanover,Germany,Italy,ITA,Ghana,GHA,1,0,2,0,0,0,0,0,win,0,3,0,45.0,17.0,10.0,294.0,385.0,12.0,8.0,77,0.5454545454545454,1.5714285714285714,0.974025974025974,6,0.1666666666666666,0.5,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,38.0,11.0,6.0,5.0,5.0,165.0,129.0,213.0,172.0,11.0,1.0,2.0,6.0,1.0,2.0,0.0,0.0,Win
2006 FIFA Men's World Cup,group stage,Group E,1,0,0,0,2006-06-12,21:00,Niedersachsenstadion,Hanover,Germany,Ghana,GHA,Italy,ITA,0,1,0,2,0,0,0,0,lose,0,2,0,55.0,19.0,4.0,399.0,471.0,4.0,21.0,6,0.1666666666666666,0.5,2.5,77,0.5454545454545454,1.5714285714285714,0.974025974025974,0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,47.0,62.0,8.0,11.0,1.0,3.0,152.0,247.0,188.0,283.0,1.0,3.0,12.0,9.0,1.0,1.0,0.0,0.0,Loss
2006 FIFA Men's World Cup,group stage,Group G,1,0,0,0,2006-06-13,15:00,Waldstadion,Frankfurt,Germany,South Korea,KOR,Togo,TGO,1,0,2,1,0,0,0,0,win,0,2,0,67.0,17.0,5.0,463.0,532.0,3.0,16.0,24,0.1666666666666666,0.8333333333333334,2.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,71.0,7.0,10.0,1.0,4.0,182.0,281.0,223.0,309.0,3.0,0.0,10.0,6.0,1.0,1.0,0.0,0.0,Win
2006 FIFA Men's World Cup,group stage,Group G,1,0,0,0,2006-06-13,15:00,Waldstadion,Frankfurt,Germany,Togo,TGO,South Korea,KOR,0,1,1,2,0,0,0,0,lose,0,3,1,33.0,10.0,3.0,192.0,262.0,4.0,17.0,0,0.0,0.0,0.0,24,0.1666666666666666,0.8333333333333334,2.5,0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,38.0,29.0,5.0,5.0,2.0,1.0,103.0,89.0,141.0,121.0,1.0,3.0,11.0,6.0,2.0,2.0,0.0,1.0,Loss
2006 FIFA Men's World Cup,group stage,Group G,1,0,0,0,2006-06-13,18:00,Neckarstadion,Stuttgart,Germany,France,FRA,Switzerland,CHE,1,0,0,0,0,0,0,0,draw,0,3,0,49.0,14.0,3.0,344.0,414.0,4.0,17.0,47,0.5106382978723404,1.872340425531915,1.3617021276595744,22,0.2727272727272727,1.5,2.3181818181818183,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,48.0,8.0,6.0,3.0,0.0,202.0,142.0,238.0,176.0,1.0,3.0,3.0,14.0,0.0,3.0,0.0,0.0,Draw
2006 FIFA Men's World Cup,group stage,Group G,1,0,0,0,2006-06-13,18:00,Neckarstadion,Stuttgart,Germany,Switzerland,CHE,France,FRA,0,1,0,0,0,0,0,0,draw,0,5,0,51.0,7.0,2.0,362.0,444.0,1.0,18.0,22,0.2727272727272727,1.5,2.3181818181818183,47,0.5106382978723404,1.872340425531915,1.3617021276595744,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51.0,52.0,4.0,3.0,1.0,1.0,214.0,148.0,256.0,188.0,0.0,1.0,10.0,8.0,2.0,3.0,0.0,0.0,Draw
2006 FIFA Men's World Cup,group stage,Group F,1,0,0,0,2006-06-13,21:00,Olympiastadion,Berlin,Germany,Brazil,BRA,Croatia,HRV,1,0,1,0,0,0,0,0,win,0,1,0,52.0,18.0,5.0,391.0,449.0,5.0,21.0,103,0.6796116504854369,2.1359223300970873,1.0679611650485437,10,0.6,1.3,0.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,54.0,11.0,7.0,4.0,1.0,182.0,209.0,209.0,240.0,3.0,2.0,12.0,9.0,1.0,0.0,0.0,0.0,Win
2006 FIFA Men's World Cup,group stage,Group F,1,0,0,0,2006-06-13,21:00,Olympiastadion,Berlin,Germany,Croatia,HRV,Brazil,BRA,0,1,0,1,0,0,0,0,lose,0,3,0,48.0,12.0,3.0,331.0,403.0,7.0,20.0,10,0.6,1.3,0.8,103,0.6796116504854369,2.1359223300970873,1.0679611650485437,0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,50.0,46.0,4.0,8.0,0.0,3.0,176.0,155.0,205.0,198.0,3.0,4.0,3.0,17.0,1.0,2.0,0.0,0.0,Loss
2006 FIFA Men's World Cup,group stage,Group H,1,0,0,0,2006-06-14,15:00,Zentralstadion,Leipzig,Germany,Spain,ESP,Ukraine,UKR,1,0,4,0,0,0,0,0,win,0,0,0,58.0,23.0,10.0,467.0,534.0,7.0,11.0,45,0.4444444444444444,1.5777777777777775,1.1777777777777778,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,59.0,14.0,9.0,4.0,6.0,207.0,260.0,246.0,288.0,5.0,2.0,5.0,6.0,0.0,0.0,0.0,0.0,Win
2006 FIFA Men's World Cup,group stage,Group H,1,0,0,0,2006-06-14,15:00,Zentralstadion,Leipzig,Germany,Ukraine,UKR,Spain,ESP,0,1,0,4,0,0,0,0,lose,0,2,1,42.0,9.0,2.0,315.0,387.0,1.0,14.0,0,0.0,0.0,0.0,45,0.4444444444444444,1.5777777777777775,1.1777777777777778,0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,44.0,41.0,2.0,7.0,1.0,1.0,150.0,165.0,187.0,200.0,0.0,1.0,6.0,8.0,1.0,1.0,0.0,1.0,Loss
2006 FIFA Men's World Cup,group stage,Group H,1,0,0,0,2006-06-14,18:00,Allianz Arena,Munich,Germany,Tunisia,TUN,Saudi Arabia,SAU,1,0,2,2,0,0,0,0,draw,0,4,0,50.0,6.0,2.0,283.0,372.0,3.0,17.0,9,0.1111111111111111,0.5555555555555556,1.2222222222222223,10,0.2,0.7,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,52.0,2.0,4.0,1.0,1.0,147.0,136.0,190.0,182.0,2.0,1.0,11.0,6.0,2.0,2.0,0.0,0.0,Draw
2006 FIFA Men's World Cup,group stage,Group H,1,0,0,0,2006-06-14,18:00,Allianz Arena,Munich,Germany,Saudi Arabia,SAU,Tunisia,TUN,0,1,2,2,0,0,0,0,draw,0,0,0,50.0,17.0,4.0,282.0,367.0,4.0,12.0,10,0.2,0.7,2.5,9,0.1111111111111111,0.5555555555555556,1.2222222222222223,0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,52.0,48.0,4.0,13.0,1.0,3.0,152.0,130.0,199.0,168.0,3.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,Draw
2006 FIFA Men's World Cup,group stage,Group A,1,0,0,0,2006-06-14,21:00,Westfalenstadion,Dortmund,Germany,Germany,DEU,Poland,POL,1,0,1,0,0,0,0,0,win,1,3,0,62.0,25.0,6.0,355.0,451.0,10.0,21.0,45,0.6444444444444445,2.4,1.2444444444444445,28,0.5,1.5,1.2857142857142858,0,0.0,3.0,4.0,2.0,0.0,0.0,2.0,60.0,65.0,9.0,16.0,2.0,4.0,168.0,187.0,223.0,228.0,5.0,5.0,11.0,10.0,0.0,3.0,0.0,0.0,Win
2006 FIFA Men's World Cup,group stage,Group A,1,0,0,0,2006-06-14,21:00,Westfalenstadion,Dortmund,Germany,Poland,POL,Germany,DEU,0,1,0,1,0,0,0,0,lose,0,3,1,38.0,8.0,3.0,186.0,286.0,4.0,15.0,28,0.5,1.5,1.2857142857142858,45,0.6444444444444445,2.4,1.2444444444444445,0,0.0,0.0,0.0,2.0,3.0,2.5,1.0,40.0,35.0,6.0,2.0,2.0,1.0,100.0,86.0,152.0,134.0,3.0,1.0,8.0,7.0,2.0,2.0,0.0,1.0,Loss
2006 FIFA Men's World Cup,group stage,Group A,1,0,0,0,2006-06-15,15:00,Volksparkstadion,Hamburg,Germany,Ecuador,ECU,Costa Rica,CRI,1,0,3,0,0,0,0,0,win,0,3,0,50.0,18.0,7.0,400.0,497.0,3.0,17.0,3,0.3333333333333333,0.6666666666666666,1.3333333333333333,7,0.4285714285714285,1.2857142857142858,1.7142857142857142,0,0.0,3.0,2.0,0.0,0.0,2.0,4.0,46.0,55.0,11.0,7.0,2.0,5.0,187.0,213.0,234.0,263.0,3.0,0.0,8.0,9.0,1.0,2.0,0.0,0.0,Win
2006 FIFA Men's World Cup,group stage,Group A,1,0,0,0,2006-06-15,15:00,Volksparkstadion,Hamburg,Germany,Costa Rica,CRI,Ecuador,ECU,0,1,0,3,0,0,0,0,lose,0,2,0,50.0,16.0,3.0,393.0,495.0,4.0,22.0,7,0.4285714285714285,1.2857142857142858,1.7142857142857142,3,0.3333333333333333,0.6666666666666666,1.3333333333333333,0,0.0,0.0,2.0,4.0,3.0,2.5,0.0,54.0,45.0,5.0,11.0,1.0,2.0,233.0,160.0,286.0,209.0,1.0,3.0,12.0,10.0,2.0,0.0,0.0,0.0,Loss
2006 FIFA Men's World Cup,group stage,Group B,1,0,0,0,2006-06-15,18:00,Frankenstadion,Nuremberg,Germany,England,ENG,Trinidad and Tobago,TTO,1,0,2,0,0,0,0,0,win,0,1,0,68.0,28.0,8.0,417.0,493.0,7.0,15.0,54,0.4444444444444444,1.3703703703703705,1.0,0,0.0,0.0,0.0,0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,66.0,70.0,17.0,11.0,4.0,4.0,191.0,226.0,230.0,263.0,5.0,2.0,6.0,9.0,0.0,1.0,0.0,0.0,Win
2006 FIFA Men's World Cup,group stage,Group B,1,0,0,0,2006-06-15,18:00,Frankenstadion,Nuremberg,Germany,Trinidad and Tobago,TTO,England,ENG,0,1,0,2,0,0,0,0,lose,0,5,0,32.0,9.0,2.0,161.0,236.0,3.0,18.0,0,0.0,0.0,0.0,54,0.4444444444444444,1.3703703703703705,1.0,0,0.0,1.0,0.0,0.0,3.0,1.5,0.0,34.0,30.0,3.0,6.0,1.0,1.0,78.0,83.0,118.0,118.0,2.0,1.0,9.0,9.0,3.0,2.0,0.0,0.0,Loss
2006 FIFA Men's World Cup,group stage,Group B,1,0,0,0,2006-06-15,21:00,Olympiastadion,Berlin,Germany,Sweden,SWE,Paraguay,PRY,1,0,1,0,0,0,0,0,win,0,3,0,52.0,18.0,9.0,294.0,402.0,6.0,17.0,62,0.4516129032258064,1.8064516129032255,1.435483870967742,19,0.2631578947368421,1.3157894736842106,1.7894736842105263,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,52.0,52.0,8.0,10.0,3.0,6.0,159.0,135.0,208.0,194.0,4.0,2.0,8.0,9.0,1.0,2.0,0.0,0.0,Win
2006 FIFA Men's World Cup,group stage,Group B,1,0,0,0,2006-06-15,21:00,Olympiastadion,Berlin,Germany,Paraguay,PRY,Sweden,SWE,0,1,0,1,0,0,0,0,lose,0,5,0,48.0,20.0,3.0,292.0,382.0,3.0,15.0,19,0.2631578947368421,1.3157894736842106,1.7894736842105263,62,0.4516129032258064,1.8064516129032255,1.435483870967742,1,0.0,0.0,0.0,1.0,2.0,0.5,0.0,48.0,48.0,8.0,12.0,0.0,3.0,155.0,137.0,194.0,188.0,1.0,2.0,4.0,11.0,1.0,4.0,0.0,0.0,Loss
